Ensembl	Uniprot	Reliability_IF	Subcellular location
ENSG00000177511	O43173	Supported	Golgi apparatus
ENSG00000113532	Q92187	Approved	Golgi apparatus
ENSG00000101638	O15466	Approved	Plasma membrane,Midbody
ENSG00000148488	P61647	Approved	Endoplasmic reticulum
ENSG00000010327	Q9NY15	Approved	Nucleoplasm,Plasma membrane,Cytosol
ENSG00000136011	Q8WWQ8	Supported	Cytosol
ENSG00000144681	Q99469	Uncertain	Nucleoplasm,Plasma membrane
ENSG00000141750	Q6ZMT1	Approved	Cytosol
ENSG00000185482	Q96MF2	Enhanced	Nucleoplasm,Cytosol
ENSG00000118007	Q8WVM7	Enhanced	Nucleoplasm,Nuclear bodies
ENSG00000101972	Q8N3U4	Supported	Nucleoplasm,Nucleoli,Nucleoli fibrillar center
ENSG00000066923	Q9UJ98	Approved	Nucleoplasm,Nucleoli
ENSG00000136738	Q92783	Supported	Vesicles
ENSG00000115145	O75886	Supported	Nucleoplasm,Vesicles,Cytosol
ENSG00000124356	O95630	Supported	Nucleoplasm,Plasma membrane,Cytosol
ENSG00000138134	Q96FJ0	Approved	Plasma membrane
ENSG00000035720	Q9ULZ2	Uncertain	Nucleoplasm,Vesicles
ENSG00000214530	Q9Y365	Supported	Cytosol
ENSG00000131748	Q14849	Approved	Nucleoplasm,Endoplasmic reticulum,Vesicles
ENSG00000010270	O95772	Supported	Vesicles
ENSG00000164211	Q96DR4	Approved	Plasma membrane
ENSG00000172345	Q9NSY2	Approved	Vesicles,Cytosol
ENSG00000084090	Q9NQZ5	Approved	Mitochondria
ENSG00000115415	P42224	Enhanced	Nucleoplasm,Cytosol
ENSG00000170581	P52630	Supported	Plasma membrane,Cytosol
ENSG00000168610	P40763	Supported	Nucleoplasm,Cytosol
ENSG00000126561	P42229	Enhanced	Nucleoplasm,Cytosol
ENSG00000173757	P51692	Approved	Cytosol
ENSG00000166888	P42226	Supported	Nucleoplasm,Cytosol
ENSG00000124214	O95793	Enhanced	Cytosol
ENSG00000040341	Q9NUL3	Supported	Nucleoplasm,Cytosol
ENSG00000118804	O95210	Approved	Endoplasmic reticulum
ENSG00000113739	O76061	Approved	Endoplasmic reticulum
ENSG00000157214	Q8NFT2	Supported	Vesicles
ENSG00000115107	Q658P3	Approved	Nucleoli,Cytosol
ENSG00000127954	Q687X5	Approved	Nucleoplasm,Plasma membrane
ENSG00000123473	Q15468	Approved	Plasma membrane,Cytosol
ENSG00000167323	Q13586	Enhanced	Endoplasmic reticulum
ENSG00000213533	Q86TL2	Approved	Cytosol
ENSG00000248592		Approved	Cytosol
ENSG00000184584	Q86WV6	Supported	Nucleoplasm,Cytosol
ENSG00000168439	P31948	Approved	Nucleoplasm,Plasma membrane,Cytosol
ENSG00000072786	O94804	Approved	Nucleoplasm,Plasma membrane
ENSG00000118046	Q15831	Supported	Nucleoplasm,Cytosol
ENSG00000144589	Q8N1F8	Enhanced	Vesicles
ENSG00000115661	O75716	Supported	Nucleoplasm,Plasma membrane,Cytosol
ENSG00000164543	Q9UEE5	Supported	Nuclear speckles,Plasma membrane
ENSG00000081320	O94768	Uncertain	Plasma membrane,Cytosol
ENSG00000204344	P49842	Supported	Nuclear speckles
ENSG00000102572	Q9Y6E0	Supported	Nucleoli,Cytosol
ENSG00000134602	Q9P289	Uncertain	Nucleoplasm,Golgi apparatus,Centrosome,Cytosol
ENSG00000104375	Q13188	Approved	Intermediate filaments,Rods & Rings
ENSG00000169302	Q8WU08	Approved	Centrosome
ENSG00000152953	Q9NY57	Approved	Nucleoplasm,Nuclear bodies,Cytosol
ENSG00000130413	Q9BYT3	Approved	Nucleoplasm,Nucleoli,Cytosol
ENSG00000125834	Q8TDR2	Supported	Nucleoplasm,Nuclear bodies
ENSG00000163482	Q9NRP7	Supported	Cytosol
ENSG00000112079	Q15208	Approved	Cytosol
ENSG00000211455	Q9Y2H1	Approved	Cytosol
ENSG00000198648	Q9UEW8	Supported	Nucleoplasm,Vesicles,Cytosol
ENSG00000101109	Q13043	Supported	Nucleoplasm,Nuclear bodies,Cytosol
ENSG00000196182	Q8N2I9	Supported	Nucleoplasm,Cytosol
ENSG00000117632	P16949	Approved	Cytosol
ENSG00000104435	Q93045	Approved	Endoplasmic reticulum,Vesicles
ENSG00000197457	Q9NZ72	Supported	Golgi apparatus,Cytosol
ENSG00000015592	Q9H169	Uncertain	Golgi apparatus,Vesicles
ENSG00000230873	H3BQB6	Approved	Actin filaments
ENSG00000243317	E0CX11	Approved	Mitochondria
ENSG00000107960	Q9H668	Supported	Nucleoplasm
ENSG00000148175	P27105	Enhanced	Vesicles,Plasma membrane,Cytosol
ENSG00000067221	Q9UBI4	Approved	Cytosol
ENSG00000165283	Q9UJZ1	Supported	Plasma membrane,Cytosol
ENSG00000133115	Q8TAV4	Supported	Plasma membrane
ENSG00000140022	Q8WXE9	Approved	Nucleoli,Cytosol
ENSG00000165730	Q6ZVD7	Supported	Nucleoplasm,Nucleoli fibrillar center,Cytosol
ENSG00000173320	Q9P2F5	Approved	Nucleoplasm,Actin filaments,Cytosol
ENSG00000001460	Q5TH74	Approved	Nucleoplasm
ENSG00000163116	Q8N412	Approved	Nucleoplasm,Nucleoli
ENSG00000197768	Q8N7X2	Uncertain	Vesicles
ENSG00000239605	Q8N801	Approved	Nucleoplasm,Cytosol
ENSG00000146857	Q7Z7C7	Approved	Cytosol
ENSG00000266173	Q7RTN6	Supported	Nucleoplasm,Cytosol
ENSG00000082146	Q9C0K7	Uncertain	Aggresome,Cytosol
ENSG00000023734	Q9Y3F4	Enhanced	Cytosol
ENSG00000143093	Q5VSL9	Supported	Cytosol
ENSG00000128578	Q9ULQ0	Approved	Cytosol
ENSG00000115808	O43815	Approved	Nucleoplasm,Cytosol
ENSG00000196792	Q13033	Supported	Nucleoplasm,Actin filaments,Cytosol
ENSG00000090372	Q9NRL3	Approved	Cytosol
ENSG00000163527	Q8TCJ2	Supported	Endoplasmic reticulum
ENSG00000103266	Q9UNE7	Supported	Nucleoplasm,Cytosol
ENSG00000203685	Q69YW2	Approved	Cytosol
ENSG00000104915	O60499	Supported	Golgi apparatus,Vesicles
ENSG00000117758	Q86Y82	Enhanced	Nucleoplasm,Golgi apparatus,Vesicles
ENSG00000124222	O14662	Enhanced	Vesicles
ENSG00000136874	P56962	Uncertain	Nucleoli,Cytosol
ENSG00000168818	Q9P2W9	Supported	Endoplasmic reticulum,Plasma membrane
ENSG00000178750	Q8N4C7	Approved	Intermediate filaments,Cytosol
ENSG00000106089	Q16623	Approved	Nuclear membrane,Vesicles
ENSG00000099365	P61266	Approved	Nuclear membrane,Vesicles
ENSG00000111450	P32856	Approved	Nuclear membrane,Vesicles
ENSG00000166900	Q13277	Approved	Nuclear membrane,Vesicles
ENSG00000103496	Q12846	Enhanced	Plasma membrane
ENSG00000162236	Q13190	Supported	Nucleoplasm,Golgi apparatus
ENSG00000135823	O43752	Enhanced	Nucleoplasm,Golgi apparatus
ENSG00000079950	O15400	Supported	Lysosomes
ENSG00000170310	Q9UNK0	Approved	Vesicles,Cytosol
ENSG00000136854	P61764	Approved	Nucleoplasm,Cytosol
ENSG00000076944	Q15833	Enhanced	Cytosol
ENSG00000116266	O00186	Approved	Nucleoplasm,Cytosol
ENSG00000166263	Q6ZWJ1	Approved	Plasma membrane,Cytosol
ENSG00000164506	Q5T5C0	Enhanced	Cytosol
ENSG00000060140	Q6J9G0	Approved	Nucleoplasm,Plasma membrane
ENSG00000198252	Q8WUJ0	Approved	Nucleoplasm
ENSG00000198842	Q5VZP5	Approved	Nucleoplasm
ENSG00000113387	P53999	Supported	Nucleoplasm,Nucleoli
ENSG00000136143	Q9P2R7	Enhanced	Mitochondria
ENSG00000163541	P53597	Approved	Plasma membrane,Mitochondria,Cytosol
ENSG00000172340	Q96I99	Approved	Plasma membrane,Mitochondria
ENSG00000094975	Q9UBS9	Approved	Nucleoli fibrillar center,Cytosol
ENSG00000111707	Q9H7L9	Supported	Nuclear bodies,Cytosol
ENSG00000107882	Q9UMX1	Supported	Nucleoplasm
ENSG00000105705	Q8IWZ8	Enhanced	Nucleoplasm
ENSG00000064607	Q8IX01	Enhanced	Nucleoplasm,Nuclear bodies
ENSG00000165416	Q9Y2Z0	Approved	Nucleoplasm,Plasma membrane,Cytosol
ENSG00000173597	O43704	Approved	Nucleoplasm,Golgi apparatus
ENSG00000196228	Q6IMI6	Approved	Cytosol
ENSG00000198075	O75897	Approved	Cytosol
ENSG00000109193	P49888	Uncertain	Nuclear membrane,Cytosol
ENSG00000105398	Q06520	Supported	Cytosol
ENSG00000088002	O00204	Enhanced	Vesicles,Cytosol
ENSG00000129103	Q8NBJ7	Uncertain	Vesicles,Plasma membrane
ENSG00000116030	P63165	Supported	Nucleoplasm,Nuclear membrane,Nucleoli,Nuclear bodies
ENSG00000188612	P61956	Approved	Nucleoplasm,Nuclear bodies
ENSG00000184900	P55854	Enhanced	Nucleoplasm,Nuclear bodies
ENSG00000177688	Q6EEV6	Approved	Nucleoplasm,Nuclear bodies
ENSG00000164828	O94901	Enhanced	Nuclear membrane
ENSG00000100242	Q9UH99	Supported	Nuclear membrane
ENSG00000164744	Q8TAQ9	Approved	Golgi apparatus
ENSG00000092201	Q9Y5B9	Supported	Nucleoplasm,Nucleoli fibrillar center
ENSG00000102710	Q8NEM7	Approved	Nucleoli fibrillar center
ENSG00000196284	O75486	Supported	Nucleoplasm
ENSG00000213246	P63272	Approved	Nucleoplasm
ENSG00000196235	O00267	Enhanced	Nucleoplasm
ENSG00000109111	Q7KZ85	Approved	Nucleoplasm,Plasma membrane,Cytosol
ENSG00000119760	O94864	Approved	Nucleoplasm
ENSG00000156502	Q8IYB8	Supported	Mitochondria
ENSG00000148291	Q15527	Enhanced	Nucleoplasm,Nucleoli,Nucleoli rim
ENSG00000148248	O15260	Supported	Nuclear membrane,Endoplasmic reticulum,Golgi apparatus,Cytosol
ENSG00000148296	O75683	Enhanced	Nucleoplasm,Nucleoli,Nucleoli rim,Mitotic chromosome
ENSG00000106868	Q6UWL2	Approved	Nucleoplasm
ENSG00000099994	Q9UGT4	Approved	Plasma membrane
ENSG00000143502	Q5VX71	Approved	Vesicles
ENSG00000173705	O60279	Uncertain	Golgi apparatus,Vesicles
ENSG00000100647	Q92537	Approved	Nucleoplasm,Intermediate filaments
ENSG00000152455	Q9H5I1	Uncertain	Mitochondria
ENSG00000178691	Q15022	Supported	Nucleoplasm,Nucleoli,Nucleoli rim,Nuclear bodies
ENSG00000159164	Q7L0J3	Approved	Cytosol
ENSG00000122012	Q496J9	Supported	Nucleoplasm,Vesicles
ENSG00000177868	Q8N300	Approved	Nucleoplasm,Nuclear bodies,Cytosol
ENSG00000197321	O95425	Supported	Plasma membrane,Actin filaments,Cytosol
ENSG00000133789	Q9UH65	Supported	Plasma membrane,Actin filaments
ENSG00000175854		Supported	Nucleoplasm,Cytosol
ENSG00000173928	Q6NVH7	Approved	Nucleoplasm,Cytosol
ENSG00000116668	Q5T5J6	Approved	Cytosol
ENSG00000169895	Q96A49	Enhanced	Nucleoplasm,Golgi apparatus,Cytosol
ENSG00000147642	Q9NX95	Supported	Vesicles
ENSG00000171772	Q8N0S2	Approved	Nucleoplasm,Vesicles,Cytosol
ENSG00000205078	A8MT33	Enhanced	Intermediate filaments
ENSG00000161860	Q6PIF2	Supported	Nucleoplasm
ENSG00000217442	A1L190	Approved	Nucleoplasm,Nucleoli,Golgi apparatus
ENSG00000198765	Q15431	Approved	Nuclear bodies,Cytosol
ENSG00000196074	Q9BX26	Supported	Nucleoplasm,Plasma membrane,Cytosol
ENSG00000153157	Q5T4T6	Supported	Nucleoplasm
ENSG00000105137	Q6ZW31	Approved	Nucleoplasm,Golgi apparatus,Cytosol
ENSG00000097096	Q5VT97	Approved	Nucleoli,Nucleoli rim,Golgi apparatus
ENSG00000117614	O95926	Supported	Nuclear speckles
ENSG00000165025	P43405	Approved	Vesicles,Plasma membrane,Cytosol
ENSG00000125755	Q92797	Supported	Nucleoplasm,Plasma membrane,Cytosol
ENSG00000157152	Q92777	Approved	Nucleoplasm
ENSG00000162520	Q9H7C4	Approved	Golgi apparatus,Vesicles,Plasma membrane
ENSG00000135316	O60506	Approved	Nucleoplasm,Vesicles,Cytosol
ENSG00000101463	Q9H7V2	Enhanced	Vesicles
ENSG00000131018	Q8NF91	Supported	Nucleoplasm,Nuclear membrane
ENSG00000054654	Q8WXH0	Approved	Nuclear membrane,Intermediate filaments
ENSG00000176438	Q6ZMZ3	Supported	Nuclear membrane
ENSG00000197283	Q96PV0	Approved	Nucleoplasm
ENSG00000100321	O43759	Supported	Cytosol
ENSG00000108639	O43760	Approved	Golgi apparatus
ENSG00000127561	O43761	Approved	Plasma membrane
ENSG00000105467	O95473	Approved	Golgi apparatus
ENSG00000159082	O43426	Approved	Nucleoplasm,Centrosome,Cytosol
ENSG00000078269	O15056	Approved	Microtubules,Cytosol
ENSG00000213463	P57105	Approved	Mitochondria
ENSG00000258644		Approved	Mitochondria
ENSG00000182253	O15061	Supported	Intermediate filaments
ENSG00000171992	Q8N3V7	Supported	Plasma membrane,Actin filaments,Cytosol
ENSG00000172403	Q9UMS6	Enhanced	Vesicles,Actin filaments
ENSG00000166317	Q9H987	Supported	Nuclear speckles,Cell Junctions,Cytosol
ENSG00000275066	Q9UMZ2	Approved	Cytosol
ENSG00000143028	Q5VXT5	Approved	Plasma membrane,Cytosol
ENSG00000110975	Q6XYQ8	Approved	Nucleoplasm,Vesicles
ENSG00000019505	Q7L8C5	Supported	Vesicles
ENSG00000143469	Q8NB59	Supported	Vesicles
ENSG00000204176	Q9BQS2	Approved	Golgi apparatus
ENSG00000139973	Q17RD7	Approved	Cytosol
ENSG00000103528	Q9BSW7	Approved	Nucleoplasm,Cytosol
ENSG00000132872	Q9H2B2	Approved	Vesicles,Plasma membrane
ENSG00000134207	Q5T7P8	Approved	Vesicles
ENSG00000149043	Q8NBV8	Approved	Nucleoli fibrillar center,Endoplasmic reticulum
ENSG00000137501	Q9HCH5	Approved	Nucleoplasm,Golgi apparatus,Plasma membrane
ENSG00000164674	Q4VX76	Approved	Nucleoli fibrillar center,Vesicles
ENSG00000102362	Q96C24	Approved	Vesicles
ENSG00000147041	Q8TDW5	Approved	Nucleoplasm,Microtubules,Cytosol
ENSG00000162298	Q86TM6	Supported	Nucleoplasm,Endoplasmic reticulum,Plasma membrane
ENSG00000055070	Q7Z422	Approved	Nucleoplasm,Cytosol
ENSG00000198198	Q5T011	Approved	Nucleoplasm,Vesicles,Actin filaments
ENSG00000100324	Q15750	Approved	Nuclear speckles
ENSG00000157625	Q8N5C8	Approved	Nuclear speckles,Cytosol
ENSG00000166863	Q9UHF0	Approved	Vesicles
ENSG00000147526	O75410	Approved	Cytosol
ENSG00000138162	O95359	Supported	Nucleoplasm,Plasma membrane,Cytosol
ENSG00000013810	Q9Y6A5	Enhanced	Vesicles,Mitotic spindle,Centriolar satellite,Cytosol
ENSG00000136463	Q9BSH4	Enhanced	Mitochondria
ENSG00000075073	P21452	Approved	Plasma membrane
ENSG00000184292	P09758	Supported	Nucleoli,Vesicles,Plasma membrane
ENSG00000152382	Q96BN2	Supported	Nucleoplasm,Focal adhesion sites,Cytosol
ENSG00000276234		Approved	Nuclear speckles
ENSG00000173011	Q86TJ2	Approved	Nuclear speckles
ENSG00000171148	O75528	Supported	Nucleoplasm
ENSG00000147133	P21675	Supported	Nucleoplasm
ENSG00000166337	Q12962	Supported	Nucleoplasm
ENSG00000064995	Q15544	Supported	Nucleoplasm,Golgi apparatus
ENSG00000197780	Q15543	Enhanced	Nucleoplasm,Nucleoli
ENSG00000270647	Q92804	Enhanced	Nucleoplasm
ENSG00000143498	Q15573	Supported	Nucleoplasm
ENSG00000115750	Q53T94	Supported	Nucleoplasm,Nucleoli
ENSG00000103168	Q15572	Supported	Nucleoplasm,Nucleoli fibrillar center
ENSG00000166012	Q9H5J8	Supported	Nucleoplasm,Nucleoli,Mitotic spindle,Centriolar satellite
ENSG00000165632	Q5VWG9	Supported	Nucleoplasm,Nuclear membrane
ENSG00000130699	O00268	Enhanced	Nucleoplasm
ENSG00000141384	Q92750	Supported	Nucleoplasm,Nucleoli fibrillar center
ENSG00000148835	Q15542	Supported	Nucleoplasm
ENSG00000135801	O75529	Supported	Nuclear speckles,Cytoplasmic bodies
ENSG00000106290	P49848	Supported	Nucleoplasm,Cytosol
ENSG00000162227	Q9Y6J9	Supported	Nucleoplasm
ENSG00000178913	Q15545	Approved	Nucleoplasm,Golgi apparatus
ENSG00000102387	Q5H9L4	Approved	Nucleoplasm,Cytosol
ENSG00000137413	Q7Z7C8	Enhanced	Nucleoplasm
ENSG00000273841	Q16594	Enhanced	Nucleoplasm
ENSG00000187325	Q9HBM6	Approved	Nucleoplasm
ENSG00000164691	Q8N103	Approved	Cytosol
ENSG00000149591	Q01995	Approved	Microtubules,Mitochondria,Cytosol
ENSG00000158710	P37802	Approved	Actin filaments,Cytosol
ENSG00000162367	P17542	Enhanced	Nucleoplasm
ENSG00000186051	Q16559	Approved	Cytosol
ENSG00000177156	P37837	Approved	Nucleoplasm,Cytosol
ENSG00000161835	Q7Z6J2	Approved	Nuclear bodies,Vesicles
ENSG00000144559	Q96BW9	Approved	Cytosol
ENSG00000170921	Q9HCD6	Approved	Cytosol
ENSG00000103047	Q9C0B7	Approved	Golgi apparatus,Cytosol
ENSG00000136560	Q92844	Supported	Nucleoli,Cytosol
ENSG00000160551	Q7L7X3	Uncertain	Vesicles
ENSG00000149930	Q9UL54	Approved	Nucleoplasm,Nucleoli,Cytosol
ENSG00000135090	Q9H2K8	Uncertain	Mitochondria
ENSG00000168394	Q03518	Approved	Endoplasmic reticulum,Centriolar satellite
ENSG00000204267	Q03519	Supported	Nuclear speckles,Endoplasmic reticulum
ENSG00000169762	Q6NXT6	Supported	Nucleoplasm,Centrosome,Cytosol
ENSG00000059588	Q13395	Approved	Nuclear speckles
ENSG00000139546	Q15633	Supported	Nucleoplasm,Nuclear bodies
ENSG00000120948	Q13148	Enhanced	Nucleoplasm
ENSG00000113407	P26639	Approved	Actin filaments,Cytosol
ENSG00000143374	Q9BW92	Approved	Nucleoplasm,Cytosol
ENSG00000185418	A2RTX5	Approved	Cytosol
ENSG00000121318	Q9NYW0	Approved	Vesicles,Plasma membrane,Actin filaments
ENSG00000186136	Q7RTR8	Approved	Nucleoplasm,Actin filaments,Focal adhesion sites
ENSG00000127366	Q9NYW4	Approved	Nucleoplasm,Nucleoli,Cytoplasmic bodies
ENSG00000120280	Q9HAI6	Supported	Nucleoplasm,Vesicles
ENSG00000163946	Q9UK61	Enhanced	Nucleoplasm
ENSG00000108021	Q5VWN6	Enhanced	Nucleoplasm,Cytosol
ENSG00000089123	Q9H6P5	Approved	Plasma membrane
ENSG00000147687	Q6P1N9	Supported	Nucleoplasm
ENSG00000157014	Q93075	Approved	Nuclear speckles
ENSG00000203705	Q17R31	Approved	Nucleoplasm,Golgi apparatus,Focal adhesion sites
ENSG00000106052	Q86VP1	Approved	Nucleoplasm,Cytosol
ENSG00000213977	O14907	Approved	Nucleoli fibrillar center,Vesicles,Actin filaments
ENSG00000102125	Q16635	Approved	Plasma membrane
ENSG00000065882	Q86TI0	Approved	Nucleoli
ENSG00000099992	Q9BXI6	Enhanced	Plasma membrane
ENSG00000175463	Q8IV04	Approved	Nuclear bodies
ENSG00000108239	O60347	Approved	Nucleoplasm,Nuclear speckles
ENSG00000107021	Q9NVG8	Approved	Nucleoli
ENSG00000132405	Q9P2M4	Supported	Nucleoplasm,Golgi apparatus,Vesicles
ENSG00000121749	Q8TC07	Supported	Mitochondria,Cytosol
ENSG00000167291	Q8TBP0	Approved	Intermediate filaments
ENSG00000109680	Q8N5T2	Approved	Nucleoplasm,Nuclear membrane
ENSG00000095383	Q9BYX2	Approved	Nucleoplasm,Plasma membrane,Cytosol
ENSG00000054611	Q8WUA7	Approved	Nucleoplasm,Golgi apparatus,Vesicles
ENSG00000065491	Q9NU19	Uncertain	Nucleoplasm,Cytosol
ENSG00000036054	Q9NUY8	Enhanced	Golgi apparatus
ENSG00000162065	Q9ULP9	Supported	Plasma membrane,Cell Junctions
ENSG00000214946	Q86UD7	Approved	Nucleoplasm
ENSG00000167202	Q9UPU7	Enhanced	Cytosol
ENSG00000274611	Q8IZP1	Uncertain	Vesicles
ENSG00000111490	Q9Y2I9	Supported	Plasma membrane,Cytosol
ENSG00000156787	Q96DN5	Approved	Centrosome
ENSG00000146350	Q96NH3	Approved	Mitochondria
ENSG00000274808	A6NDS4	Uncertain	Vesicles
ENSG00000278299	Q6IPX1	Uncertain	Vesicles
ENSG00000274419	A0A087WVF3	Uncertain	Vesicles
ENSG00000278599	A0A087X179	Uncertain	Vesicles
ENSG00000275954		Uncertain	Vesicles
ENSG00000260287	Q6DHY5	Approved	Vesicles
ENSG00000274226	P0C7X1	Approved	Vesicles
ENSG00000274933	A0A087WXS9	Uncertain	Vesicles
ENSG00000273513	A0A087X1G2	Uncertain	Vesicles
ENSG00000274512	B9A6J9	Uncertain	Vesicles
ENSG00000136111	O60343	Supported	Cytosol
ENSG00000131374	Q92609	Supported	Golgi apparatus,Vesicles
ENSG00000204634	O95759	Approved	Nucleoplasm,Nuclear speckles
ENSG00000133138	Q0IIM8	Approved	Cytosol
ENSG00000109436	Q6ZT07	Approved	Cytosol
ENSG00000197226	Q66K14	Approved	Nucleoplasm,Nucleoli fibrillar center,Plasma membrane
ENSG00000171530	O75347	Supported	Nucleoli,Microtubules
ENSG00000105254	Q99426	Supported	Cytosol
ENSG00000124659	Q15814	Supported	Cytosol
ENSG00000154114	Q5QJ74	Uncertain	Cytosol
ENSG00000285509		Uncertain	Cytosol
ENSG00000145348	Q8TEA7	Approved	Nucleoplasm,Nucleoli fibrillar center
ENSG00000183735	Q9UHD2	Enhanced	Nucleoplasm,Vesicles
ENSG00000198933	A7MCY6	Approved	Nucleoplasm
ENSG00000101849	O60907	Approved	Nucleoplasm,Nucleoli
ENSG00000177565	Q9BZK7	Approved	Nucleoplasm
ENSG00000092377	Q9BQ87	Supported	Nucleoplasm
ENSG00000106638	Q9Y4P3	Supported	Cytosol
ENSG00000183751	Q12788	Enhanced	Nucleoli
ENSG00000112592	P20226	Supported	Nucleoplasm
ENSG00000028839	P62380	Supported	Nucleoplasm,Nucleoli
ENSG00000154144	Q3YBR2	Supported	Nucleoplasm
ENSG00000136270	Q969Z0	Enhanced	Mitochondria
ENSG00000184058	O43435	Approved	Nuclear bodies,Cytoplasmic bodies
ENSG00000167800	O75333	Approved	Nucleoplasm,Cytosol
ENSG00000092607	Q96SF7	Approved	Nucleoplasm,Centrosome
ENSG00000112837	O95935	Supported	Nucleoplasm
ENSG00000143178	O60806	Approved	Nuclear speckles
ENSG00000121068	Q13207	Approved	Nucleoplasm,Cytosol
ENSG00000164532	Q9UMR3	Approved	Nucleoli fibrillar center
ENSG00000135111	O15119	Supported	Nucleoplasm,Cytosol
ENSG00000121075	P57082	Approved	Vesicles
ENSG00000089225	Q99593	Approved	Nucleoplasm
ENSG00000149922	O95947	Approved	Nucleoplasm
ENSG00000006638	P21731	Supported	Nuclear speckles,Plasma membrane
ENSG00000059377	P24557	Approved	Endoplasmic reticulum,Cytosol
ENSG00000164458	O15178	Supported	Nucleoplasm
ENSG00000165929	Q8N9U0	Approved	Nucleoplasm,Nuclear bodies
ENSG00000198420	Q9Y4C2	Approved	Nuclear bodies,Vesicles,Cell Junctions
ENSG00000170379	A6NFQ2	Supported	Plasma membrane,Cell Junctions
ENSG00000283528		Supported	Plasma membrane,Cell Junctions
ENSG00000187735	P23193	Supported	Nucleoplasm,Nucleoli
ENSG00000171703	Q15560	Supported	Nucleoplasm,Centrosome
ENSG00000204219	O75764	Approved	Nucleoplasm,Vesicles
ENSG00000172465	Q15170	Enhanced	Nucleoplasm
ENSG00000184905	Q9H3H9	Approved	Nuclear speckles,Cytosol
ENSG00000196507	Q969E4	Uncertain	Nucleoplasm
ENSG00000204065	Q5H9L2	Approved	Nucleoplasm
ENSG00000204071	Q6IPX3	Uncertain	Nucleoplasm
ENSG00000182916	Q9BRU2	Supported	Nucleoplasm
ENSG00000180964	Q8IYN2	Approved	Nucleoplasm
ENSG00000185222	Q9UHQ7	Approved	Nucleoplasm,Cytosol
ENSG00000176896	Q8N8B7	Approved	Nuclear speckles
ENSG00000116205	Q96MN5	Approved	Nucleoplasm,Vesicles
ENSG00000113649	O14776	Enhanced	Nucleoplasm
ENSG00000176769	Q5VWI1	Approved	Nucleoplasm,Cytosol
ENSG00000140262	Q99081	Supported	Nucleoplasm,Nuclear speckles
ENSG00000125878	Q12870	Supported	Nuclear speckles
ENSG00000137310	Q9Y242	Approved	Nucleoplasm,Nucleoli
ENSG00000100207	Q9UGU0	Supported	Nucleoplasm,Nuclear bodies
ENSG00000163792	Q7RTU1	Approved	Nuclear speckles
ENSG00000071564	P15923	Enhanced	Nucleoplasm
ENSG00000196628	P15884	Supported	Nucleoplasm,Cytosol
ENSG00000081059	P36402	Enhanced	Nucleoplasm
ENSG00000152284	Q9HCS4	Supported	Nucleoplasm,Cytosol
ENSG00000148737	Q9NQB0	Approved	Nucleoplasm,Nuclear bodies,Cytosol
ENSG00000101190	Q9UL49	Supported	Nucleoplasm
ENSG00000182898	Q5QJ38	Approved	Nuclear membrane,Nucleoli
ENSG00000139437	Q9BT92	Approved	Plasma membrane,Centrosome,Cytosol
ENSG00000176907	Q9NR00	Approved	Nucleoplasm,Plasma membrane,Cytosol
ENSG00000110719	Q13488	Approved	Mitochondria
ENSG00000100721	P56279	Enhanced	Nucleoplasm,Endoplasmic reticulum,Cytosol
ENSG00000213231	O95988	Approved	Cytosol
ENSG00000185339	P20062	Approved	Cytosol
ENSG00000070814	Q13428	Enhanced	Nucleoli fibrillar center
ENSG00000176148	Q9NUJ3	Approved	Golgi apparatus,Cytosol
ENSG00000166046	Q8N4U5	Supported	Nuclear speckles
ENSG00000145022	P57738	Approved	Cytosol
ENSG00000146221	Q5JU00	Uncertain	Vesicles
ENSG00000204852	Q2MV58	Approved	Nucleoplasm,Vesicles,Actin filaments,Microtubules
ENSG00000168778	Q96GX1	Approved	Golgi apparatus,Vesicles
ENSG00000119977	Q6NUS6	Approved	Microtubules
ENSG00000139372	Q13569	Supported	Nucleoplasm,Plasma membrane
ENSG00000241186	P13385	Uncertain	Vesicles,Cytosol
ENSG00000151790	P48775	Uncertain	Plasma membrane,Cytosol
ENSG00000042088	Q9NUW8	Supported	Nucleoplasm,Plasma membrane
ENSG00000111802	O95551	Supported	Nucleoplasm,Nuclear bodies
ENSG00000163239	Q5VZ19	Approved	Vesicles
ENSG00000083544	Q9H7E2	Enhanced	Nucleoplasm,Golgi apparatus,Cytosol
ENSG00000180113	O60522	Approved	Vesicles,Microtubules,Cytokinetic bridge,Mitotic spindle
ENSG00000196116	Q8NHU6	Supported	Nucleoplasm,Cytoplasmic bodies
ENSG00000182134	Q9Y2W6	Approved	Centrosome,Cytosol
ENSG00000180190	Q86YL5	Supported	Vesicles,Cytosol
ENSG00000187079	P28347	Enhanced	Nucleoplasm
ENSG00000074219	Q15562	Supported	Nucleoplasm
ENSG00000197905	Q15561	Supported	Nucleoplasm
ENSG00000135605	P42680	Supported	Plasma membrane
ENSG00000205356	Q7Z6L1	Supported	Vesicles
ENSG00000196663	O15040	Approved	Nucleoplasm,Nucleoli,Centrosome
ENSG00000099797	Q9NZ01	Supported	Endoplasmic reticulum
ENSG00000185347	Q86SX3	Approved	Nucleoplasm,Golgi apparatus,Cytosol
ENSG00000162062	Q7L2K0	Approved	Nucleoplasm,Cell Junctions
ENSG00000172171	Q96QE5	Enhanced	Mitochondria
