Ensembl	Uniprot	Reliability_IF	Subcellular location
ENSG00000197081	P11717	Enhanced	Golgi apparatus,Vesicles
ENSG00000146678	P08833	Approved	Golgi apparatus
ENSG00000115457	P18065	Approved	Endoplasmic reticulum
ENSG00000146674	P17936	Approved	Nucleoplasm,Vesicles,Cytosol
ENSG00000115461	P24593	Approved	Nuclear bodies,Golgi apparatus,Vesicles
ENSG00000163453	Q16270	Approved	Golgi apparatus
ENSG00000137142	Q8WX77	Uncertain	Nucleoplasm,Vesicles
ENSG00000204866	Q6UWQ7	Approved	Nucleoplasm,Plasma membrane
ENSG00000204869	Q6B9Z1	Approved	Cytosol
ENSG00000126246	Q9H665	Approved	Nucleoplasm,Plasma membrane
ENSG00000163395	Q86VF2	Approved	Midbody ring
ENSG00000132740	P38935	Supported	Nucleoplasm,Nuclear bodies
ENSG00000182700	A6NJ69	Approved	Vesicles
ENSG00000128322	P15814	Approved	Endoplasmic reticulum
ENSG00000147255	Q8N6C5	Approved	Cytosol
ENSG00000152580	Q6WRI0	Approved	Vesicles
ENSG00000144847	Q5DX21	Approved	Nucleoplasm,Cell Junctions,Cytosol
ENSG00000179057	Q8N9C0	Approved	Mitochondria
ENSG00000216588	A1L1A6	Approved	Nucleoplasm,Cell Junctions
ENSG00000143061	O75054	Approved	Nucleoplasm,Cytosol
ENSG00000183067	Q9NSI5	Approved	Focal adhesion sites
ENSG00000162729	Q969P0	Supported	Vesicles
ENSG00000080854	Q9UPX0	Approved	Golgi apparatus,Cell Junctions
ENSG00000173421	Q8IYA8	Approved	Nucleoplasm
ENSG00000113141	Q13123	Enhanced	Nuclear speckles
ENSG00000166130	Q70UQ0	Enhanced	Endoplasmic reticulum
ENSG00000104365	O14920	Supported	Cytosol
ENSG00000263528	Q14164	Supported	Cytosol
ENSG00000269335	Q9Y6K9	Enhanced	Cytosol
ENSG00000185811	Q13422	Supported	Nucleoplasm,Cytosol
ENSG00000030419	Q9UKS7	Approved	Nucleoplasm,Nuclear bodies,Cytosol
ENSG00000161405	Q9UKT9	Supported	Nucleoplasm,Cytosol
ENSG00000123411	Q9H2S9	Supported	Nucleoplasm,Nuclear bodies
ENSG00000095574	Q9H5V7	Supported	Nucleoplasm,Plasma membrane,Cytosol
ENSG00000110324	Q13651	Supported	Plasma membrane,Cytosol
ENSG00000243646	Q08334	Approved	Cytosol
ENSG00000096996	P42701	Approved	Plasma membrane
ENSG00000081985	Q99665	Approved	Plasma membrane
ENSG00000169194	P35225	Approved	Plasma membrane,Cytosol
ENSG00000131724	P78552	Approved	Nucleoplasm,Vesicles
ENSG00000123496	Q14627	Approved	Nucleoplasm,Vesicles,Plasma membrane,Cell Junctions
ENSG00000164136	P40933	Supported	Nucleoplasm,Nuclear speckles
ENSG00000172349	Q14005	Supported	Nuclear speckles,Plasma membrane,Cytosol
ENSG00000177663	Q96F46	Approved	Nucleoplasm,Cytosol
ENSG00000056736	Q9NRM6	Approved	Vesicles,Plasma membrane
ENSG00000144730	Q8NFM7	Supported	Nucleoplasm,Golgi apparatus
ENSG00000150782	Q14116	Approved	Nucleoplasm,Golgi apparatus,Cytosol
ENSG00000137496	O95998	Approved	Endoplasmic reticulum
ENSG00000115604	Q13478	Approved	Mitochondria
ENSG00000115594	P14778	Approved	Nucleoplasm,Vesicles,Plasma membrane,Cytosol
ENSG00000196083	Q9NPH3	Approved	Vesicles,Cytosol
ENSG00000115602	Q01638	Supported	Plasma membrane,Focal adhesion sites,Cytosol
ENSG00000136689	P18510	Approved	Nucleoplasm,Centrosome,Cytosol
ENSG00000016402	Q9UHF4	Approved	Cytosol
ENSG00000174564	Q6UXL0	Approved	Vesicles,Cytosol
ENSG00000103522	Q9HBE5	Uncertain	Plasma membrane,Cytosol
ENSG00000110944	Q9NPF7	Approved	Cytosol
ENSG00000104998	Q6UWB1	Approved	Vesicles
ENSG00000147168	P31785	Approved	Vesicles
ENSG00000164509	Q8NI17	Approved	Nucleoplasm,Vesicles
ENSG00000137033	O95760	Supported	Nucleoplasm,Vesicles
ENSG00000136688	Q9NZH8	Supported	Nucleoplasm,Plasma membrane,Cytosol
ENSG00000125571	Q9NZH6	Supported	Nucleoplasm,Vesicles
ENSG00000104951	Q96RQ9	Approved	Nucleoplasm,Cytosol
ENSG00000077238	P24394	Approved	Nucleoplasm,Plasma membrane,Centriolar satellite
ENSG00000136244	P05231	Approved	Vesicles
ENSG00000134352	P40189	Supported	Golgi apparatus,Plasma membrane
ENSG00000168685	P16871	Supported	Plasma membrane
ENSG00000143195	Q71H61	Approved	Plasma membrane
ENSG00000143621	Q12905	Supported	Nucleoplasm
ENSG00000129351	Q12906	Enhanced	Nucleoplasm,Nucleoli,Mitochondria
ENSG00000166333	Q13418	Supported	Nucleoplasm,Plasma membrane,Focal adhesion sites
ENSG00000132323	Q9H0C8	Supported	Nucleoplasm
ENSG00000196821	Q9H6K1	Supported	Nuclear speckles,Centrosome,Cytosol
ENSG00000105135	A1L0T0	Approved	Golgi apparatus,Vesicles
ENSG00000148950	Q96LU5	Enhanced	Mitochondria
ENSG00000184903	Q96T52	Approved	Mitochondria
ENSG00000132305	Q16891	Enhanced	Mitochondria
ENSG00000177971	Q9NV31	Enhanced	Nucleoplasm,Nucleoli
ENSG00000136718	Q96G21	Enhanced	Nucleoli
ENSG00000141401	O14732	Approved	Nucleoplasm,Mitochondria
ENSG00000154059	Q9P2X3	Approved	Nucleoplasm
ENSG00000106348	P20839	Supported	Cytosol,Rods & Rings
ENSG00000178035	P12268	Supported	Cytosol,Rods & Rings
ENSG00000148798	Q16352	Approved	Intermediate filaments,Cytosol
ENSG00000163362	Q3KP66	Supported	Nucleoplasm,Nuclear bodies
ENSG00000196388	Q0VD86	Approved	Nucleoplasm,Nuclear bodies
ENSG00000149503	Q9NQS7	Supported	Nucleoplasm,Nuclear bodies,Kinetochore,Midbody
ENSG00000203485	Q27J81	Approved	Nuclear bodies,Endoplasmic reticulum
ENSG00000153487	Q9UK53	Approved	Nucleoplasm,Cytosol
ENSG00000168556	Q9H160	Supported	Nucleoplasm
ENSG00000071243	Q9NXR8	Enhanced	Nucleoplasm
ENSG00000111653	Q9UNL4	Supported	Nucleoplasm
ENSG00000123999	P05111	Approved	Golgi apparatus,Vesicles
ENSG00000175189	P55103	Approved	Cytosol
ENSG00000139269	P58166	Supported	Vesicles
ENSG00000148153	Q9NRY2	Supported	Nucleoplasm
ENSG00000185614		Approved	Nucleoplasm,Vesicles
ENSG00000197852	Q9NTI7	Supported	Nucleoplasm,Nucleoli,Vesicles
ENSG00000241644	O95050	Approved	Golgi apparatus,Vesicles
ENSG00000128908	Q9ULG1	Supported	Nucleoplasm,Nuclear bodies,Cytosol
ENSG00000115274	Q9C086	Supported	Nucleoplasm,Nucleoli,Nuclear bodies
ENSG00000153391	Q6PI98	Approved	Nucleoli fibrillar center
ENSG00000169592	Q8NBZ0	Supported	Nucleoplasm,Nucleoli rim
ENSG00000151689	P49441	Approved	Centriolar satellite,Cytosol
ENSG00000040933	Q96PE3	Supported	Nucleoplasm,Nuclear membrane
ENSG00000109452	O15327	Approved	Centrosome
ENSG00000068383	Q14642	Approved	Plasma membrane,Cytosol
ENSG00000204084	P32019	Supported	Cytosol
ENSG00000168918	Q92835	Supported	Cytosol
ENSG00000148384	Q9NRR6	Approved	Golgi apparatus,Focal adhesion sites
ENSG00000198825	Q9Y2H2	Supported	Vesicles
ENSG00000185133	Q15735	Approved	Nucleoli fibrillar center,Cytosol
ENSG00000165458	O15357	Supported	Golgi apparatus,Cytosol
ENSG00000186480	O15503	Uncertain	Vesicles
ENSG00000120211	Q14641	Approved	Vesicles
ENSG00000168348	Q96T92	Approved	Nucleoplasm
ENSG00000171105	P06213	Approved	Vesicles,Plasma membrane
ENSG00000205363	Q2T9L4	Approved	Nucleoplasm,Cytosol
ENSG00000164880	Q8N201	Approved	Nucleoplasm
ENSG00000104613	Q9NVR2	Approved	Nucleoplasm,Cytosol
ENSG00000127054	Q5TA45	Supported	Nucleoplasm,Cytosol
ENSG00000138785	Q96CB8	Approved	Nucleoplasm,Nuclear bodies,Plasma membrane,Cytosol
ENSG00000064102	Q9NVM9	Enhanced	Nucleoplasm,Nuclear bodies,Vesicles
ENSG00000138614	Q96SY0	Approved	Nucleoplasm,Nuclear membrane,Nuclear bodies,Mitochondria
ENSG00000143624	Q68E01	Approved	Nucleoplasm,Nucleoli
ENSG00000149262	Q96HW7	Supported	Nucleoli rim
ENSG00000185085	Q6P9B9	Supported	Nucleoplasm,Cytosol
ENSG00000102786	Q9UL03	Supported	Nucleoplasm,Actin filaments
ENSG00000165359	Q5JSJ4	Approved	Nuclear bodies,Centrosome,Mitochondria
ENSG00000143493	Q9NVH2	Supported	Nuclear bodies
ENSG00000164941	Q75QN2	Approved	Nucleoplasm
ENSG00000104299	Q9NV88	Enhanced	Nucleoplasm
ENSG00000164066	Q9ULD6	Uncertain	Cytosol
ENSG00000119509	Q9Y283	Approved	Cytosol
ENSG00000176095	Q92551	Supported	Nucleoplasm,Nucleoli fibrillar center,Cytosol
ENSG00000068745	Q9UHH9	Approved	Nucleoplasm,Nucleoli fibrillar center,Cell Junctions
ENSG00000161896	Q96PC2	Approved	Nucleoplasm,Cytosol
ENSG00000074706	Q8WWN9	Approved	Nucleoli,Nuclear speckles,Plasma membrane,Cytoplasmic bodies
ENSG00000151151	Q8NFU5	Enhanced	Nucleoplasm
ENSG00000086200	Q9UI26	Supported	Nucleoplasm,Cytosol
ENSG00000196497	Q8TEX9	Approved	Cytosol
ENSG00000065150	O00410	Supported	Nucleoplasm,Cytosol
ENSG00000205339	O95373	Supported	Nucleoplasm,Cytosol
ENSG00000133704	O15397	Approved	Nucleoplasm
ENSG00000198700	Q96P70	Approved	Vesicles,Cytosol
ENSG00000127080	Q9H8X2	Approved	Cytosol
ENSG00000132321	Q86XH1	Uncertain	Nucleoplasm
ENSG00000173226	Q15051	Supported	Microtubules,Cytokinetic bridge,Mitotic spindle
ENSG00000160051	Q4KMZ1	Approved	Vesicles
ENSG00000166578	Q96DY2	Approved	Nucleoplasm
ENSG00000106012	Q6IPM2	Approved	Nucleoplasm,Cytosol
ENSG00000114473	Q9H095	Approved	Actin filaments,Cytosol
ENSG00000103599	Q86VS3	Approved	Cytosol
ENSG00000283154	B3KU38	Approved	Cytosol
ENSG00000174628	Q8N0W5	Approved	Nuclear speckles,Cytosol
ENSG00000140575	P46940	Supported	Plasma membrane,Cell Junctions
ENSG00000145703	Q13576	Approved	Vesicles,Plasma membrane
ENSG00000183856	Q86VI3	Approved	Nucleoplasm,Nucleoli rim,Mitotic chromosome
ENSG00000144711	Q6DN90	Supported	Nucleoli,Nucleoli rim,Vesicles
ENSG00000124313	Q5JU85	Approved	Vesicles,Lipid droplets
ENSG00000120645	Q9UPP2	Supported	Nucleoplasm,Cytosol
ENSG00000164675	Q8NA54	Approved	Nucleoplasm,Nuclear speckles,Intermediate filaments,Cytosol
ENSG00000072952	Q9Y6F6	Approved	Nuclear bodies,Cytosol
ENSG00000118308	Q12912	Approved	Endoplasmic reticulum,Plasma membrane
ENSG00000184216	P51617	Supported	Nucleoplasm,Cytosol
ENSG00000146243	Q5VVH5	Approved	Vesicles
ENSG00000134070	O43187	Approved	Vesicles
ENSG00000090376	Q9Y616	Approved	Vesicles
ENSG00000198001	Q9NWZ3	Approved	Nucleoli,Microtubules,Cytosol
ENSG00000136381	P48200	Approved	Cell Junctions,Cytosol
ENSG00000125347	P10914	Approved	Nucleoplasm,Cytosol
ENSG00000168310	P14316	Enhanced	Nucleoplasm,Cell Junctions,Cytosol
ENSG00000170604	Q8IU81	Supported	Nucleoplasm
ENSG00000168264	Q7Z5L9	Enhanced	Nucleoplasm
ENSG00000119669	Q9H1B7	Enhanced	Nucleoplasm
ENSG00000126456	Q14653	Supported	Cytosol
ENSG00000137265	Q15306	Supported	Nucleoplasm,Cytosol
ENSG00000117595	O14896	Supported	Nucleoplasm,Cytosol
ENSG00000185507	Q92985	Supported	Nucleoplasm,Cytosol
ENSG00000140968	Q02556	Enhanced	Nucleoplasm
ENSG00000213928	Q00978	Supported	Cytosol
ENSG00000167378	Q8WZA9	Approved	Vesicles
ENSG00000169047	P35568	Supported	Nucleoplasm,Plasma membrane,Cytosol
ENSG00000185950	Q9Y4H2	Supported	Aggresome,Cytosol
ENSG00000170549	P78414	Approved	Nucleoplasm,Golgi apparatus
ENSG00000170561	Q9BZI1	Approved	Nucleoplasm,Nucleoli
ENSG00000177508	P78415	Approved	Nucleoplasm,Cytosol
ENSG00000113430	P78413	Uncertain	Nucleoplasm,Vesicles
ENSG00000176842	P78411	Approved	Nuclear speckles,Microtubules,Cytosol
ENSG00000159387	P78412	Approved	Nucleoplasm,Mitochondria
ENSG00000136003	Q9H1K1	Supported	Cytosol
ENSG00000143319	Q9H9L3	Approved	Nucleoplasm
ENSG00000016082	P61371	Approved	Nucleoplasm,Nuclear speckles,Mitochondria
ENSG00000159556	Q96A47	Approved	Rods & Rings
ENSG00000129009	O14498	Approved	Golgi apparatus,Plasma membrane
ENSG00000100593	Q6H9L7	Supported	Nucleoplasm
ENSG00000066583	Q96CN7	Approved	Endoplasmic reticulum,Vesicles
ENSG00000063241	Q96AB3	Approved	Mitochondria,Cytosol
ENSG00000182149	P53990	Supported	Vesicles
ENSG00000175329	Q2M1V0	Supported	Nucleoplasm,Nuclear bodies
ENSG00000240682	Q9ULR0	Enhanced	Nuclear speckles
ENSG00000261796		Enhanced	Nuclear speckles
ENSG00000105655	Q9NPH2	Approved	Nucleoplasm,Cytosol
ENSG00000078747	Q96J02	Enhanced	Nucleoplasm,Vesicles
ENSG00000129636	Q8TB96	Approved	Intermediate filaments,Aggresome
ENSG00000111203	Q969R8	Uncertain	Endoplasmic reticulum
ENSG00000164171	P17301	Approved	Nucleoplasm,Cytosol
ENSG00000005961	P08514	Approved	Plasma membrane
ENSG00000005884	P26006	Supported	Plasma membrane
ENSG00000115232	P13612	Approved	Plasma membrane
ENSG00000135424	Q13683	Approved	Nuclear speckles,Vesicles,Plasma membrane
ENSG00000077943	P53708	Approved	Plasma membrane
ENSG00000144668	Q13797	Approved	Nucleoplasm,Vesicles,Plasma membrane,Cell Junctions
ENSG00000138448	P06756	Approved	Focal adhesion sites,Cytosol
ENSG00000150093	P05556	Supported	Endoplasmic reticulum,Plasma membrane,Focal adhesion sites
ENSG00000119185	O14713	Supported	Nucleoplasm,Nuclear bodies,Cytosol
ENSG00000147166	Q9UKP3	Approved	Cytosol
ENSG00000160255	P05107	Supported	Plasma membrane,Rods & Rings
ENSG00000259207	P05106	Supported	Nucleoplasm,Plasma membrane
ENSG00000142856	Q13352	Supported	Nucleoplasm
ENSG00000132470	P16144	Supported	Plasma membrane,Cell Junctions
ENSG00000082781	P18084	Approved	Plasma membrane,Mitochondria
ENSG00000115221	P18564	Approved	Nucleoplasm,Cell Junctions,Centrosome
ENSG00000139626	P26010	Approved	Plasma membrane,Cytosol
ENSG00000105855	P26012	Approved	Plasma membrane,Cytosol
ENSG00000055957	P19827	Approved	Vesicles
ENSG00000151655	P19823	Approved	Golgi apparatus
ENSG00000055955	Q14624	Approved	Vesicles
ENSG00000123243		Approved	Golgi apparatus,Vesicles
ENSG00000113263	Q08881	Uncertain	Plasma membrane,Cytosol
ENSG00000078596	O43736	Approved	Golgi apparatus,Vesicles,Plasma membrane
ENSG00000136156	Q9Y287	Enhanced	Golgi apparatus,Vesicles
ENSG00000125877	Q9BY32	Supported	Nucleoplasm,Cytosol
ENSG00000100605	Q13572	Approved	Mitochondria
ENSG00000137825	P23677	Approved	Vesicles,Plasma membrane
ENSG00000143772	P27987	Approved	Nucleoplasm
ENSG00000086544	Q96DU7	Supported	Nuclear speckles
ENSG00000150995	Q14643	Approved	Vesicles
ENSG00000123104	Q14571	Supported	Nucleoplasm,Endoplasmic reticulum
ENSG00000096433	Q14573	Uncertain	Vesicles
ENSG00000180347	Q6ZRS4	Uncertain	Nucleoplasm
ENSG00000138434	P28290	Supported	Nucleoplasm,Plasma membrane,Cytosol
ENSG00000148841	Q8IWB1	Uncertain	Vesicles
ENSG00000205730	Q3MIP1	Approved	Centrosome
ENSG00000205726	Q15811	Supported	Plasma membrane
ENSG00000198399	Q9NZM3	Approved	Vesicles,Plasma membrane
ENSG00000128928	P26440	Supported	Nucleoplasm,Mitochondria
ENSG00000163207	P07476	Supported	Nuclear bodies,Centrosome,Cytosol
ENSG00000116679	Q9Y6Y0	Supported	Cytosol
ENSG00000163166	Q96ST2	Enhanced	Nucleoplasm
ENSG00000009765	Q6PHW0	Supported	Plasma membrane
ENSG00000077684	Q6IE81	Approved	Mitochondria
ENSG00000043143	Q9NQC1	Enhanced	Nucleoplasm
ENSG00000102221	Q92613	Approved	Nucleoplasm,Nucleoli
ENSG00000101384	P78504	Approved	Golgi apparatus,Plasma membrane
ENSG00000184916	Q9Y219	Supported	Vesicles,Cytosol
ENSG00000171135	Q8N5M9	Approved	Vesicles
ENSG00000096968	O60674	Supported	Nucleoplasm,Plasma membrane,Focal adhesion sites
ENSG00000105639	P52333	Approved	Plasma membrane,Cytosol
ENSG00000176049	Q96AA8	Supported	Golgi apparatus
ENSG00000154721	P57087	Supported	Nucleoplasm,Plasma membrane
ENSG00000166086	Q9BX67	Enhanced	Golgi apparatus
ENSG00000160593	Q86YT9	Supported	Nucleoplasm,Plasma membrane
ENSG00000008083	Q92833	Supported	Nucleoplasm,Mitochondria
ENSG00000153814	Q86VZ6	Supported	Nucleoplasm,Nucleoli fibrillar center
ENSG00000165757	Q9P266	Approved	Vesicles,Cell Junctions
ENSG00000140044	Q8WYK2	Approved	Nucleoplasm,Nuclear speckles
ENSG00000109944	Q6NUN7	Supported	Nucleoplasm,Golgi apparatus
ENSG00000050130	Q9P055	Approved	Nucleoplasm,Vesicles
ENSG00000171988	Q15652	Supported	Nucleoplasm,Cytosol
ENSG00000081692	Q9H9V9	Uncertain	Vesicles,Plasma membrane
ENSG00000070495	Q6NYC1	Supported	Nucleoplasm
ENSG00000243789	P0C870	Approved	Cytosol
ENSG00000168970		Approved	Cytosol
ENSG00000152409	Q8N9B5	Uncertain	Nucleoplasm
ENSG00000104369	Q9HDC5	Enhanced	Nucleoplasm
ENSG00000154118	Q8WXH2	Approved	Nucleoplasm,Cytosol
ENSG00000092051	Q96JJ6	Approved	Cytosol
ENSG00000189159	Q9UK76	Supported	Nucleoplasm,Nuclear membrane,Nucleoli
ENSG00000206053	Q9H910	Approved	Plasma membrane,Cytosol
ENSG00000234616	O75564	Approved	Nucleoplasm,Nucleoli,Nuclear bodies
ENSG00000183340	Q9Y4A0	Approved	Nucleoplasm,Cytokinetic bridge
ENSG00000167476	Q96MG2	Approved	Endoplasmic reticulum
ENSG00000143543	O76095	Uncertain	Vesicles
ENSG00000177606	P05412	Enhanced	Nucleoplasm
ENSG00000171223	P17275	Supported	Nucleoplasm
ENSG00000130522	P17535	Supported	Nucleoplasm
ENSG00000173801	P14923	Supported	Vesicles,Plasma membrane,Cell Junctions
ENSG00000160145	O60229	Approved	Nucleoplasm,Cytosol
ENSG00000107104	Q14678	Supported	Plasma membrane
ENSG00000197256	Q63ZY3	Approved	Nucleoplasm,Cytosol
ENSG00000186994	Q6NY19	Approved	Plasma membrane
ENSG00000132854	Q5T7N3	Uncertain	Microtubules,Cytosol
ENSG00000120071	Q7Z3B3	Supported	Nucleoplasm
ENSG00000144445	A0AUZ9	Approved	Cytosol
ENSG00000139620	Q9H9L4	Supported	Nucleoplasm,Plasma membrane,Cytosol
ENSG00000114982	Q9P2N6	Supported	Nucleoplasm,Vesicles
ENSG00000065427	Q15046	Supported	Plasma membrane,Cytosol
ENSG00000114166	Q92831	Enhanced	Nucleoplasm,Cytosol
ENSG00000172977	Q92993	Supported	Nucleoplasm,Vesicles,Cytosol
ENSG00000083168	Q92794	Supported	Nucleoli,Nuclear speckles,Cytosol
ENSG00000156650	Q8WYB5	Approved	Nucleoplasm,Nuclear bodies
ENSG00000136504	O95251	Supported	Nucleoplasm,Cytosol
ENSG00000103510	Q9H7Z6	Supported	Nucleoplasm
ENSG00000186625	O75449	Supported	Nucleoplasm,Centriolar satellite
ENSG00000102781	Q9BW62	Uncertain	Nucleoplasm,Cytosol
ENSG00000167216	Q8IYT4	Approved	Nucleoplasm,Intermediate filaments
ENSG00000140854	Q9BVA0	Supported	Plasma membrane,Microtubules,Cytosol
ENSG00000134152	Q9H079	Supported	Nucleoplasm,Midbody,Cleavage furrow,Mitotic spindle
ENSG00000047578	O60303	Approved	Nuclear speckles,Plasma membrane
ENSG00000189337	Q674X7	Supported	Nucleoplasm,Nuclear speckles,Cytosol
ENSG00000176595	O94819	Approved	Intermediate filaments
ENSG00000170852	Q8IY47	Approved	Nucleoplasm,Nucleoli fibrillar center
ENSG00000123444	Q9NVX7	Approved	Nucleoplasm,Vesicles,Cytosol
ENSG00000176407	Q9P0J7	Enhanced	Nucleoplasm,Cytosol
ENSG00000143105	Q16322	Uncertain	Nucleoplasm,Cytosol
ENSG00000169282	Q14722	Approved	Nucleoplasm,Vesicles,Plasma membrane
ENSG00000170049	O43448	Approved	Mitochondria
ENSG00000182674	Q92953	Approved	Nucleoli,Plasma membrane,Midbody
ENSG00000129159	P48547	Approved	Nucleoplasm,Nuclear membrane,Vesicles,Cytosol
ENSG00000116396	Q03721	Approved	Nucleoli,Cytosol
ENSG00000102057	Q9NSA2	Uncertain	Nucleoplasm
ENSG00000175538	Q9Y6H6	Supported	Plasma membrane
ENSG00000152049	Q8WWG9	Approved	Nuclear bodies,Microtubules
ENSG00000176076	Q9UJ90	Uncertain	Cytosol
ENSG00000162975	Q9H3M0	Approved	Nucleoplasm,Golgi apparatus,Vesicles
ENSG00000026559	Q9UIX4	Approved	Vesicles
ENSG00000171126	Q8TAE7	Approved	Cytoplasmic bodies
ENSG00000168418	Q8TDN1	Supported	Nucleoplasm,Plasma membrane
ENSG00000143473	O95259	Supported	Vesicles
ENSG00000135519	Q9ULD8	Approved	Nucleoplasm,Mitochondria
ENSG00000140015	Q8NCM2	Approved	Nucleoplasm,Centrosome,Cytosol
ENSG00000183960	Q96L42	Supported	Plasma membrane
ENSG00000182132	Q9NZI2	Approved	Vesicles
ENSG00000120049	Q9NS61	Approved	Vesicles
ENSG00000115041	Q9Y2W7	Approved	Vesicles
ENSG00000185774	Q6PIL6	Approved	Vesicles
ENSG00000184185	Q14500	Uncertain	Nucleoplasm,Golgi apparatus,Cytosol
ENSG00000115474	O60928	Approved	Nuclear membrane
ENSG00000182324	Q9UNX9	Approved	Nucleoli
ENSG00000157551	Q99712	Approved	Vesicles,Plasma membrane,Cytosol
ENSG00000153822	Q9NPI9	Uncertain	Vesicles
ENSG00000260458	B7U540	Uncertain	Nucleoplasm,Golgi apparatus,Cytosol
ENSG00000162989	P48549	Approved	Plasma membrane,Mitochondria
ENSG00000135750	O00180	Approved	Vesicles
ENSG00000152315	Q9HB14	Approved	Nuclear speckles,Cell Junctions
ENSG00000124780	Q96T54	Approved	Nucleoplasm,Plasma membrane,Cytosol
ENSG00000164626	O95279	Approved	Nucleoplasm
ENSG00000099337	Q9Y257	Approved	Plasma membrane,Actin filaments,Cytosol
ENSG00000173338	Q9Y2U2	Approved	Plasma membrane
ENSG00000169427	Q9NPC2	Approved	Plasma membrane
ENSG00000171121	Q9NPA1	Approved	Nucleoplasm,Mitochondria
ENSG00000135643	Q86W47	Approved	Cytosol
ENSG00000105642	Q92952	Approved	Actin filaments,Cytosol
ENSG00000080709	Q9H2S1	Uncertain	Nucleoplasm,Plasma membrane
ENSG00000143603	Q9UGI6	Approved	Nucleoplasm
ENSG00000104783	O15554	Approved	Plasma membrane,Cytosol
ENSG00000053918	P51787	Supported	Endoplasmic reticulum,Plasma membrane
ENSG00000075043	O43526	Approved	Endoplasmic reticulum
ENSG00000185760	Q9NR82	Approved	Vesicles
ENSG00000198553	Q8N5I3	Uncertain	Vesicles
ENSG00000170745	Q9BQ31	Supported	Golgi apparatus,Plasma membrane,Cytosol
ENSG00000162687	Q6UVM3	Approved	Vesicles
ENSG00000215262	A8MYU2	Uncertain	Plasma membrane
ENSG00000164794	Q6PIU1	Supported	Plasma membrane,Cytokinetic bridge
ENSG00000134504	Q719H9	Approved	Nucleoplasm,Nucleoli,Cytokinetic bridge,Centriolar satellite
ENSG00000110906	Q9H3F6	Supported	Nucleoplasm,Cytosol
ENSG00000213859	Q693B1	Approved	Nucleoplasm
ENSG00000178695	Q96CX2	Approved	Mitochondria
ENSG00000174943	Q8WZ19	Supported	Nucleoplasm,Nuclear bodies
ENSG00000151364	Q9BQ13	Approved	Nucleoplasm,Vesicles,Cytosol
ENSG00000153885	Q96SI1	Approved	Nucleoplasm,Golgi apparatus
ENSG00000155729	Q6PI47	Approved	Mitochondria
ENSG00000112078	Q7Z5Y7	Approved	Nuclear speckles,Endoplasmic reticulum
ENSG00000188997	Q4G0X4	Approved	Cytosol
ENSG00000136636	Q9Y597	Approved	Cytosol
ENSG00000180332	Q8WVF5	Approved	Centriolar satellite
ENSG00000168301	Q8NC69	Approved	Nucleoli,Mitochondria
ENSG00000183783	Q6ZWB6	Approved	Vesicles
ENSG00000104756	Q7L273	Supported	Nucleoplasm,Intermediate filaments,Cytosol
ENSG00000105438	P24390	Supported	Golgi apparatus,Vesicles,Cytosol
ENSG00000100196	O43731	Supported	Endoplasmic reticulum
ENSG00000175707	Q8NAX2	Approved	Plasma membrane,Cytosol
ENSG00000004487	O60341	Supported	Nucleoplasm,Cytosol
ENSG00000165097	Q8NB78	Supported	Nucleoplasm
ENSG00000173120	Q9Y2K7	Supported	Nucleoplasm
ENSG00000089094	Q8NHM5	Supported	Nucleoplasm
ENSG00000115548	Q9Y4C1	Enhanced	Nucleoplasm
ENSG00000120733	Q7LBC6	Enhanced	Nucleoplasm
ENSG00000066135	O75164	Supported	Nucleoplasm,Nucleoli fibrillar center,Cytosol
ENSG00000127663	O94953	Supported	Nucleoplasm,Cytosol
ENSG00000107077	Q9H3R0	Approved	Nucleoplasm
ENSG00000186280	Q6B0I6	Approved	Nucleoplasm
ENSG00000073614	P29375	Supported	Nuclear bodies,Cytosol
ENSG00000117139	Q9UGL1	Supported	Nucleoplasm,Cytosol
ENSG00000126012	P41229	Enhanced	Nucleoplasm,Cytosol
ENSG00000012817	Q9BY66	Approved	Nucleoli fibrillar center
ENSG00000147050	O15550	Approved	Nucleoplasm,Nucleoli,Nucleoli rim
ENSG00000132510	O15054	Approved	Nuclear speckles
ENSG00000006459	Q6ZMT4	Approved	Nucleoplasm,Nucleoli
ENSG00000155666	Q8N371	Approved	Nucleoplasm,Cytosol
ENSG00000128052	P35968	Approved	Nuclear membrane,Vesicles
ENSG00000079999	Q14145	Supported	Nucleoplasm,Centriolar satellite,Cytosol
ENSG00000197993	P23276	Approved	Nucleoplasm,Golgi apparatus,Plasma membrane,Cytosol
ENSG00000135314	Q4VXA5	Approved	Mitochondria,Cytosol
ENSG00000132680	Q7Z7F0	Supported	Nucleoplasm
ENSG00000121774	Q07666	Enhanced	Nucleoplasm
ENSG00000131773	O75525	Supported	Nucleoplasm
ENSG00000138030	P50053	Approved	Vesicles,Cytosol
ENSG00000100441	O15037	Approved	Nucleoplasm,Cytosol
ENSG00000088247	Q92945	Enhanced	Nucleoplasm
ENSG00000235750	Q15053	Approved	Nucleoplasm
ENSG00000007202	Q14667	Approved	Nuclear speckles,Cytosol
ENSG00000170871	Q92628	Approved	Cytosol
ENSG00000137261	Q5VV43	Approved	Vesicles
ENSG00000142687	Q8IZA0	Supported	Nucleoli,Golgi apparatus
ENSG00000189367	Q6ZU52	Approved	Nucleoplasm,Cytosol
ENSG00000135709	O60268	Uncertain	Nucleoplasm,Cytosol
