mets,name,issue,model_formula,model_charge,smiles_formula,smiles_charge,metSmiles
MAM02837e,retinyl palmitate,formula_error,C36H60O2,0,C36H58O3,0,CCCCCCCCCCCCCCCC(=O)OC(=O)/C=C(C)/C=C/C=C(C)C=CC1=C(C)CCCC1(C)C
MAM02851c,S-(11-hydroxy-9-deoxy-delta12-PGD2)-glutathione,protonation,C30H49N3O10S,-2,C30H51N3O10S,0,CCCCC[C@H](O)CC(SC[C@@H](NC(=O)CC[C@@H](N)C(=O)O)C(=O)NCC(=O)O)[C@H]1C(O)CC[C@@H]1C/C=C\CCCC(=O)O
MAM02852c,"S-(11-OH-9-deoxy-delta9,12-PGD2)-glutathione",protonation,C30H47N3O10S,-2,C30H49N3O10S,0,CCCCC[C@H](O)C/C=C1/C(O)CC(SC[C@H](NC(=O)CC[C@@H](N)C(=O)O)C(=O)NCC(=O)O)[C@H]1C/C=C\CCCC(=O)O
MAM02861c,S-(formylmethyl)glutathione,protonation,C12H17N3O7S,-2,C12H19N3O7S,0,N[C@@H](CCC(=O)N[C@@H](CSCC=O)C(=O)NCC(=O)O)C(=O)O
MAM02870c,S-adenosylmethioninamine,protonation,C14H24N6O3S,2,C14H23N6O3S+,1,C[S+](CCCN)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O
MAM02885c,selenate,protonation,O4Se,-2,H2O4Se,0,O=[Se](=O)(O)O
MAM02885e,selenate,protonation,O4Se,-2,H2O4Se,0,O=[Se](=O)(O)O
MAM02886c,selenide,protonation,HSe,-1,H2Se,0,[SeH2]
MAM02894c,selenophosphate,protonation,H2O3PSe,-1,O3PSe-3,-3,[O-]P([O-])([O-])=[Se]
MAM02900c,S-glutathionyl-2-4-dinitrobenzene,protonation,C16H17N5O10S,-2,C16H18N5O10S-,-1,[NH3+][C@@H](CCC(=O)N[C@@H](CSc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])C(=O)NCC(=O)[O-])C(=O)[O-]
MAM02900e,S-glutathionyl-2-4-dinitrobenzene,protonation,C16H17N5O10S,-2,C16H18N5O10S-,-1,[NH3+][C@@H](CCC(=O)N[C@@H](CSc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])C(=O)NCC(=O)[O-])C(=O)[O-]
MAM02901c,S-glutathionyl-ethacrynic acid,protonation,C23H25Cl2N3O9S,-2,C23H27Cl2N3O9S,0,C=C(CC)C(=O)c1ccc(OCC(=O)SC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O)c(Cl)c1Cl
MAM02901e,S-glutathionyl-ethacrynic acid,protonation,C23H25Cl2N3O9S,-2,C23H27Cl2N3O9S,0,C=C(CC)C(=O)c1ccc(OCC(=O)SC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O)c(Cl)c1Cl
MAM02915c,somatostatin fragment 3-14,protonation,C72H100N16O17S2,2,C72H98N16O17S2,0,CC(O)C1NC(=O)[C@@H](CCCCN)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H](CC(N)=O)NC(=O)[C@@H](CCCCN)NC(=O)[C@@H](N)CSSCC[C@@H](C(=O)O)NC(=O)[C@@H](CO)NC(=O)[C@@H]([C@H](C)O)NC(=O)[C@@H](Cc2ccccc2)NC1=O
MAM02916c,somatostatin,formula_error,C77H108N18O19S2,2,C76H104N18O19S2,0,C[C@H](N)C(=O)NCC(=O)N[C@@H]1CSSC[C@@H](C(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H]([C@@H](C)O)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H]([C@@H](C)O)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](CCCCN)NC1=O
MAM02970c,tetracosanoylcarnitine,formula_error,C31H61NO4,0,C31H64NO3+,1,CCCCCCCCCCCCCCCCCCCCCCCCO[C@H](CC(=O)O)C[N+](C)(C)C
MAM02970r,tetracosanoylcarnitine,formula_error,C31H61NO4,0,C31H64NO3+,1,CCCCCCCCCCCCCCCCCCCCCCCCO[C@H](CC(=O)O)C[N+](C)(C)C
MAM02980c,THF,protonation,C19H21N7O6,-2,C19H23N7O6,0,Nc1nc2c(c(=O)[nH]1)NC(CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)CN2
MAM02980l,THF,protonation,C19H21N7O6,-2,C19H23N7O6,0,Nc1nc2c(c(=O)[nH]1)NC(CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)CN2
MAM02980m,THF,protonation,C19H21N7O6,-2,C19H23N7O6,0,Nc1nc2c(c(=O)[nH]1)NC(CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)CN2
MAM02980e,THF,protonation,C19H21N7O6,-2,C19H23N7O6,0,Nc1nc2c(c(=O)[nH]1)NC(CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)CN2
MAM03057c,triphosphate,protonation,HO10P3,-4,O10P3-5,-5,O=P([O-])([O-])OP(=O)([O-])OP(=O)([O-])[O-]
MAM03057m,triphosphate,protonation,HO10P3,-4,O10P3-5,-5,O=P([O-])([O-])OP(=O)([O-])OP(=O)([O-])[O-]
MAM03057n,triphosphate,protonation,HO10P3,-4,O10P3-5,-5,O=P([O-])([O-])OP(=O)([O-])OP(=O)([O-])[O-]
MAM03102m,ubiquinol,formula_error,C59H92O4,0,C19H28O4,0,COc1c(O)c(C)c(C/C=C(\C)CCC=C(C)C)c(O)c1OC
MAM03103m,ubiquinone,formula_error,C59H90O4,0,C19H26O4,0,COC1=C(OC)C(=O)C(C/C=C(\C)CCC=C(C)C)=C(C)C1=O
MAM03125c,uroporphyrin I,protonation,C40H30N4O16,-8,C40H38N4O16,0,O=C(O)CCC1=C(CC(=O)O)c2cc3[nH]c(cc4nc(cc5[nH]c(cc1n2)c(CC(=O)O)c5CCC(=O)O)C(CC(=O)O)=C4CCC(=O)O)c(CC(=O)O)c3CCC(=O)O
MAM03126c,uroporphyrin III,protonation,C40H30N4O16,-8,C40H38N4O16,0,O=C(O)CCC1=C(CC(=O)O)c2cc3[nH]c(cc4nc(cc5[nH]c(cc1n2)c(CC(=O)O)c5CCC(=O)O)C(CCC(=O)O)=C4CC(=O)O)c(CC(=O)O)c3CCC(=O)O
MAM03127c,uroporphyrinogen I,protonation,C40H36N4O16,-8,C40H44N4O16,0,O=C(O)CCc1c2[nH]c(c1CC(=O)O)Cc1[nH]c(c(CC(=O)O)c1CCC(=O)O)Cc1[nH]c(c(CC(=O)O)c1CCC(=O)O)Cc1[nH]c(c(CC(=O)O)c1CCC(=O)O)C2
MAM03128c,uroporphyrinogen III,protonation,C40H36N4O16,-8,C40H44N4O16,0,O=C(O)CCc1c2[nH]c(c1CC(=O)O)Cc1[nH]c(c(CC(=O)O)c1CCC(=O)O)Cc1[nH]c(c(CC(=O)O)c1CCC(=O)O)Cc1[nH]c(c(CCC(=O)O)c1CC(=O)O)C2
MAM03161c,glycogen,formula_error,C6H10O5,0,C24H42O21,0,OC[C@H]1O[C@H](OC[C@H]2O[C@H](O[C@@H]3[C@@H](CO)O[C@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@@H](O)[C@@H]2O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
MAM03161e,glycogen,formula_error,C6H10O5,0,C24H42O21,0,OC[C@H]1O[C@H](OC[C@H]2O[C@H](O[C@@H]3[C@@H](CO)O[C@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@@H](O)[C@@H]2O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
MAM03169c,insulin-(SS),formula_error,C256H379N65O77S6,-2,C257H383N65O77S6,0,CC[C@H](C)[C@H](NC(=O)CN)C(=O)N[C@H](C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@H]1CSSC[C@@H]2NC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@H](CO)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc3c[nH]cn3)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](NC(=O)[C@@H](N)Cc3ccccc3)C(C)C)C(=O)NCC(=O)N[C@@H](CO)C(=O)N[C@@H](Cc3c[nH]cn3)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc3ccc(O)cc3)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)N[C@@H](Cc3ccccc3)C(=O)N[C@@H](Cc3ccccc3)C(=O)N[C@@H](Cc3ccc(O)cc3)C(=O)N[C@H](C(=O)N3CCC[C@H]3C(=O)N[C@@H](CCCCN)C(=O)N[C@H](C(=O)O)[C@@H](C)O)[C@@H](C)O)CSSC[C@@H](C(=O)N[C@@H](CC(N)=O)C(=O)O)NC(=O)[C@H](Cc3ccc(O)cc3)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](Cc3ccc(O)cc3)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC2=O)NC1=O)C(C)C
MAM01402m,biotinyl-5-AMP,protonation,C20H27N7O9PS,-1,C20H28N7O9PS,0,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OC(=O)CCCC[C@@H]2SC[C@@H]3NC(=O)N[C@H]23)[C@@H](O)[C@H]1O
MAM00348n,13-cis-oxo-retinoate,protonation,C20H27O3,-1,C20H25O3-,-1,CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C(=O)[O-])C(C)(C)CCC1=O
MAM03758c,Melanin,formula_error,C9H6NO4,-1,C18H10N2O4,0,Cc1c(=O)c(=O)c2c3c[nH]c4c(C)c(=O)c(=O)c(c5c[nH]c1c52)c43
MAM01026n,4-oxo-13-cis-retinoate,protonation,C20H27O3,-1,C20H26O3,0,CC(C=CC1=C(C)C(=O)CCC1(C)C)=CC=CC(C)=CC(=O)O
MAM01731c,dolichyl-D-glucosyl-phosphate,formula_error,C106H174O9P,-1,C31H55O9P,0,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C\CCC(C)CCOP(=O)(O)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
MAM03620e,(S)-Glycerate,protonation,C3H5O4,0,C3H6O4,0,O=C(O)[C@@H](O)CO
MAM03620c,(S)-Glycerate,protonation,C3H5O4,0,C3H6O4,0,O=C(O)[C@@H](O)CO
MAM02970m,tetracosanoylcarnitine,formula_error,C31H61NO4,0,C31H64NO3+,1,CCCCCCCCCCCCCCCCCCCCCCCCO[C@H](CC(=O)O)C[N+](C)(C)C
MAM03850r,pseudoecgonyl-CoA,protonation,C30H46N8O18P3S,-3,C30H49N8O18P3S,0,CN1C2CCC1[C@H](C(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C2
MAM03103c,ubiquinone,formula_error,C59H90O4,0,C19H26O4,0,COC1=C(OC)C(=O)C(C/C=C(\C)CCC=C(C)C)=C(C)C1=O
MAM03102c,ubiquinol,formula_error,C59H92O4,0,C19H28O4,0,COc1c(O)c(C)c(C/C=C(\C)CCC=C(C)C)c(O)c1OC
MAM03127e,uroporphyrinogen I,protonation,C40H36N4O16,-8,C40H44N4O16,0,O=C(O)CCc1c2[nH]c(c1CC(=O)O)Cc1[nH]c(c(CC(=O)O)c1CCC(=O)O)Cc1[nH]c(c(CC(=O)O)c1CCC(=O)O)Cc1[nH]c(c(CC(=O)O)c1CCC(=O)O)C2
MAM01597e,CoA,protonation,C21H32N7O16P3S,-4,C21H36N7O16P3S,0,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCS
MAM01348e,apelin-13,protonation,C69H114N23O16S,3,C69H111N23O16S,0,CSCC[C@@H](NC(=O)[C@H]1CCCN1C(=O)CNC(=O)[C@@H](CCCCN)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@H](CO)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H]1CCCN1C(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H](N)CCC(N)=O)C(=O)N1CCC[C@H]1C(=O)N[C@H](Cc1ccccc1)C(=O)O
MAM02571m,neurotensin 1-10,protonation,C57H91N18O16,1,C57H90N18O16,0,CC(C)C[C@@H](NC(=O)[C@H]1CCC(=O)N1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](CCC(=O)O)C(=O)N[C@H](CC(N)=O)C(=O)N[C@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)O
MAM03345c,Dynorphin B,protonation,C74H118N21O17,3,C74H115N21O17,0,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCCN)C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)O)[C@@H](C)O)C(C)C)C(C)C
MAM02568l,neuromedin B,protonation,C52H74N15O12S,1,C52H73N15O12S,0,CSCC[C@H](NC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)CNC(=O)[C@@H](NC(=O)[C@@H](C)NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(N)=O)NC(=O)CN)[C@@H](C)O)C(N)=O
MAM02567l,neuromedin B(4-10),protonation,C40H54N11O8S,1,C40H53N11O8S,0,CSCC[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](Cc1cnc[nH]1)NC(=O)CNC(=O)[C@H](NC(=O)[C@@H](C)NC(=O)[C@H](N)Cc1c[nH]c2ccccc12)[C@@H](C)O)C(N)=O
MAM03322c,Methylcobalamin,protonation,C63CoH91N13O14P,-1,C63H91CoN13O14P,0,C[Co+]N1/C2=C(/C)C3=N/C(=C\C4=N/C(=C(/C)C5=N[C@@](C)(C1[C@H](CC(N)=O)[C@@]2(C)CCC(=O)NC[C@@H](C)OP(=O)([O-])O[C@@H]1[C@@H](CO)O[C@H](n2cnc6cc(C)c(C)cc62)[C@@H]1O)[C@@](C)(CC(N)=O)[C@@H]5CCC(N)=O)[C@@](C)(CC(N)=O)[C@@H]4CCC(N)=O)C(C)(C)[C@@H]3CCC(N)=O
MAM01442l,chloride,protonation,Cl,-1,Cl,0,[Cl]
MAM01442n,chloride,protonation,Cl,-1,Cl,0,[Cl]
MAM01315n,alloxan,formula_error,C4N2O4,-2,C5H4N4O2,0,Oc1nc(O)c2cn[nH]c2n1
MAM00894c,3-oxopalmitoleoyl-CoA,protonation,C37H58N7O18P3S,-4,C37H64N7O18P3S,0,CCCCCCCCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O
MAM00075c,(2R)-pristanoyl-CoA,formula_error,C40H68N7O17P3S,-4,C4H8O3,0,CC(O)CC(=O)O
MAM01115n,5-methyl-THF,protonation,C20H24N7O6,-1,C20H25N7O6,0,CN1c2c(nc(N)[nH]c2=O)NCC1CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1
MAM02980n,THF,protonation,C19H21N7O6,-2,C19H23N7O6,0,Nc1nc2c(c(=O)[nH]1)NC(CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)CN2
MAM01115r,5-methyl-THF,protonation,C20H24N7O6,-1,C20H25N7O6,0,CN1c2c(nc(N)[nH]c2=O)NCC1CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1
MAM02980r,THF,protonation,C19H21N7O6,-2,C19H23N7O6,0,Nc1nc2c(c(=O)[nH]1)NC(CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)CN2
MAM03792m,octadecenoyl-CoA,protonation,C39H64N7O17P3S,-4,C39H66N7O17P3S-4,-4,CCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
MAM03798r,22-hydroxydocosanoic acid,protonation,C22H42O3,-1,C22H44O3,0,O=C(O)CCCCCCCCCCCCCCCCCCCCCO
MAM03798c,22-hydroxydocosanoic acid,protonation,C22H42O3,-1,C22H44O3,0,O=C(O)CCCCCCCCCCCCCCCCCCCCCO
MAM03792c,octadecenoyl-CoA,protonation,C39H64N7O17P3S,-4,C39H66N7O17P3S-4,-4,CCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
MAM03714e,Leucyl-Glycine,formula_error,C8H16N2O3,0,C4H8N2O3,0,[NH3+]CC(=O)NCC(=O)[O-]
MAM03714c,Leucyl-Glycine,formula_error,C8H16N2O3,0,C4H8N2O3,0,[NH3+]CC(=O)NCC(=O)[O-]
MAM03851e,Pectin,formula_error,C2535H3509O2535,-1,C6H10O7,0,O=C(O)[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O
MAM03103e,ubiquinone,formula_error,C59H90O4,0,C19H26O4,0,COC1=C(OC)C(=O)C(C/C=C(\C)CCC=C(C)C)=C(C)C1=O
MAM01674e,dephospho-CoA,protonation,C21H33N7O13P2S,-2,C21H35N7O13P2S,0,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O)[C@@H](O)C(=O)NCCC(=O)NCCS
MAM03933e,S-Sulfo-L-Cysteine,protonation,C3H8NO5S2,-1,C3H7NO5S2,0,N[C@@H](CSS(=O)(=O)O)C(=O)O
MAM03102e,ubiquinol,formula_error,C59H92O4,0,C19H28O4,0,COc1c(O)c(C)c(C/C=C(\C)CCC=C(C)C)c(O)c1OC
MAM03933c,S-Sulfo-L-Cysteine,protonation,C3H8NO5S2,-1,C3H7NO5S2,0,N[C@@H](CSS(=O)(=O)O)C(=O)O
MAM03834e,1-Palmitoleoylglycerophosphocholine (Delta 9),protonation,C24H49NO7P,0,C24H49NO7P+,1,CCCCCC/C=C\CCCCCCCC(=O)OC[C@@H](O)COP(=O)(O)OCC[N+](C)(C)C
MAM03833e,1-Palmitoylglycerophosphocholine,protonation,C24H51NO7P,0,C24H51NO7P+,1,CCCCCCCCCCCCCCCC(=O)OC[C@@H](O)COP(=O)(O)OCC[N+](C)(C)C
MAM03805e,2-Linoleoylglycerophosphocholine,formula_error,C26H51NO7P,0,C27H53NO7P+,1,CCCCCCC=CC/C=C\CCCCCCCC(=O)OC(CO)COP(=O)(O)OCC[N+](C)(C)C
MAM03806e,2-Oleoylglycerophosphocholine,protonation,C26H53NO7P,0,C26H53NO7P+,1,CCCCCCCC/C=C\CCCCCCCC(=O)OC(CO)COP(=O)(O)OCC[N+](C)(C)C
MAM03807e,2-Palmitoylglycerophosphocholine,formula_error,C24H51NO7P,0,C23H48NO7P,0,CCCCCCCCCCCCCCC(=O)O[C@H](CO)COP(=O)([O-])OCC[N+](C)(C)C
MAM03816e,"1-Pentadecanoylglycerophosphocholine, Sn1-Lpc (15:0)",protonation,C23H49NO7P,0,C23H49NO7P+,1,CCCCCCCCCCCCCCC(=O)OC[C@@H](O)COP(=O)(O)OCC[N+](C)(C)C
MAM03809e,1-Arachidonoyl-Glycero-3-Phosphocholine,protonation,C28H51NO7P,0,C28H51NO7P+,1,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@@H](O)CO[P@](=O)(O)OCC[N+](C)(C)C
MAM03818e,"1-Octadeca-Trienoylglycerophosphocholine, Sn1-Lpc (18:3, Delta 9, 12, 15)",protonation,C26H49NO7P,0,C26H49NO7P+,1,CC/C=C/C/C=C/C/C=C/CCCCCCCC(=O)OC[C@@H](O)COP(=O)(O)OCC[N+](C)(C)C
MAM03817e,"1-Octadeca-Trienoylglycerophosphocholine, Sn1-Lpc (18:3, Delta 6, 9, 12)",protonation,C26H49NO7P,0,C26H49NO7P+,1,CCCCC/C=C/C/C=C/C/C=C/CCCCC(=O)OC[C@@H](O)COP(=O)(O)OCC[N+](C)(C)C
MAM03819e,"1-Nonadecanoylglycerophosphocholine, Sn1-Lpc (19:0)",protonation,C27H57NO7P,0,C27H57NO7P+,1,CCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](O)COP(=O)(O)OCC[N+](C)(C)C
MAM03820e,"1-Eicosenoylglycerophosphocholine (Delta 11) ,Sn1-Lpc (20:1)",protonation,C28H57NO7P,0,C28H57NO7P+,1,CCCCCCCC/C=C/CCCCCCCCCC(=O)OC[C@@H](O)COP(=O)(O)OCC[N+](C)(C)C
MAM03823e,"1-Eicosapentenoylglycerophosphocholine (Delta 5, 8, 11, 14, 17), Sn1-Lpc (20:5)",protonation,C28H49NO7P,0,C28H49NO7P+,1,CC/C=C/C/C=C/C/C=C/C/C=C/C/C=C/CCCC(=O)OC[C@@H](O)COP(=O)(O)OCC[N+](C)(C)C
MAM03824e,"1-Docosatetraenoylglycerophosphocholine (Delta 7, 10, 13, 16), Sn1-Lpc (22:4)",protonation,C30H55NO7P,0,C30H55NO7P+,1,CCCCC/C=C/C/C=C/C/C=C/C/C=C/CCCCCC(=O)OC[C@@H](O)COP(=O)(O)OCC[N+](C)(C)C
MAM03826e,"1-Docosapentenoylglycerophosphocholine (Delta 7, 10, 13, 16, 19), Sn1-Lpc (22:5)-W3",protonation,C30H53NO7P,0,C30H53NO7P+,1,CC/C=C/C/C=C/C/C=C/C/C=C/C/C=C/CCCCCC(=O)OC[C@@H](O)COP(=O)(O)OCC[N+](C)(C)C
MAM03825e,"1-Docosapentenoylglycerophosphocholine (Delta 4, 7, 10, 13, 16), Sn1-Lpc (22:5)-W6",protonation,C30H53NO7P,0,C30H53NO7P+,1,CCCCC/C=C/C/C=C/C/C=C/C/C=C/C/C=C/CCC(=O)OC[C@@H](O)COP(=O)(O)OCC[N+](C)(C)C
MAM03827e,"1-Docosahexenoylglycerophosphocholine (Delta 4, 7, 10, 13, 16, 19), Sn1-Lpc (22:6)",protonation,C30H51NO7P,0,C30H51NO7P+,1,CC/C=C/C/C=C/C/C=C/C/C=C/C/C=C/C/C=C\CCC(=O)OC[C@@H](O)COP(=O)(O)OCC[N+](C)(C)C
MAM03821e,"1-Dihomo-Linolenoylglycerophosphocholine (20:3, Delta 8, 11, 14), Lysopc A C20:3",protonation,C28H53NO7P,0,C28H53NO7P+,1,CCCCC/C=C\C/C=C\C/C=C\CCCCCCC(=O)OC[C@@H](O)COP(=O)(O)OCC[N+](C)(C)C
MAM03829e,Lysopc A C26:1 (Delta 5),protonation,C34H69NO7P,0,C34H69NO7P+,1,CCCCCCCCCCCCCCCCCCCC/C=C/CCCC(=O)OCC(O)COP(=O)(O)OCC[N+](C)(C)C
MAM03830e,Lysopc A C28:1 (Delta 5),protonation,C36H73NO7P,0,C36H73NO7P+,1,CCCCCCCCCCCCCCCCCCCCCC/C=C/CCCC(=O)OCC(O)COP(=O)(O)OCC[N+](C)(C)C
MAM03831e,Lysopc A C28:0,protonation,C36H75NO7P,0,C36H74NO7P,0,CCCCCCCCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](O)COP(=O)([O-])OCC[N+](C)(C)C
MAM03810e,1-Docosahexaenoylglycerophosphocholine,protonation,C34H59NO7P,0,C34H59NO7P+,1,CCCCCC/C=C/C/C=C/C/C=C/C/C=C/C/C=C/C/C=C/CCC(=O)OCC(O)COP(=O)(O)OCC[N+](C)(C)C
MAM03811e,"1-Eicosadienoylglycerophosphocholine (Delta 11,14)",protonation,C28H55NO7P,0,C28H55NO7P+,1,CCCCC/C=C\C/C=C\CCCCCCCCCC(=O)OCC(O)COP(=O)(O)OCC[N+](C)(C)C
MAM03812e,"1-Eicosatrienoylglycerophosphocholine (Delta 11, 14, 17)",protonation,C28H53NO7P,0,C28H53NO7P+,1,CC/C=C/C/C=C\C/C=C\CCCCCCCCCC(=O)OCC(O)COP(=O)(O)OCC[N+](C)(C)C
MAM03814e,"1-Linoleoylglycerophosphocholine (Delta 9,12)",protonation,C26H51NO7P,0,C26H51NO7P+,1,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@@H](O)COP(=O)(O)OCC[N+](C)(C)C
MAM03937c,"Sm (D18:1/14:0), Sphingomyelin",protonation,C37H76N2O6P,0,C37H76N2O6P+,1,CCCCCCCCCCCCC/C=C/C(O)C(COP(=O)(O)OCC[N+](C)(C)C)NC(=O)CCCCCCCCCCCCC
MAM03946c,"Sm (D18:1/21:0), Sphingomyelin",protonation,C44H90N2O6P,0,C44H90N2O6P+,1,CCCCCCCCCCCCC/C=C/C(O)C(COP(=O)(O)OCC[N+](C)(C)C)NC(=O)CCCCCCCCCCCCCCCCCCCC
MAM03947c,"Sm (D18:1/22:1), Sphingomyelin",protonation,C45H90N2O6P,0,C45H90N2O6P+,1,CCCCCCCC/C=C/CCCCCCCCCCCC(=O)NC(COP(=O)(O)OCC[N+](C)(C)C)C(O)/C=C/CCCCCCCCCCCCC
MAM03948c,"Sm (D18:1/22:0), Sphingomyelin",protonation,C45H92N2O6P,0,C45H92N2O6P+,1,CCCCCCCCCCCCC/C=C/C(O)C(COP(=O)(O)OCC[N+](C)(C)C)NC(=O)CCCCCCCCCCCCCCCCCCCCC
MAM03949c,"Sm (D18:1/23:0), Sphingomyelin",protonation,C46H94N2O6P,0,C46H94N2O6P+,1,CCCCCCCCCCCCC/C=C/C(O)C(COP(=O)(O)OCC[N+](C)(C)C)NC(=O)CCCCCCCCCCCCCCCCCCCCCC
MAM03936c,"Sm (D18:0/24:1), Sphingomyelin",protonation,C47H96N2O6P,0,C47H96N2O6P+,1,CCCCCCCC/C=C/CCCCCCCCCCCCCC(=O)NC(COP(=O)(O)OCC[N+](C)(C)C)C(O)CCCCCCCCCCCCCCC
