rxns	rxnKEGGID	rxnBiGGID	rxnEHMNID	rxnHepatoNET1ID	rxnREACTOMEID	rxnRecon3DID	rxnMetaNetXID	rxnHMR2ID	rxnRatconID	rxnTCDBID	spontaneous	rxnRheaID	rxnRheaMasterID	rxnRetired
"MAR04106"	"R00233"	"MCDm"	""	"r0064"	""	"MCDm"	"MNXR101412"	"HMR_4106"	"RCR11089"	""	0	"RHEA:18782"	"RHEA:18781"	"HMR_4106"
"MAR04107"	"R00233"	"MCDp"	""	"r0065"	""	"MCDp"	"MNXR101412"	"HMR_4107"	"RCR14212"	""	0	"RHEA:18782"	"RHEA:18781"	"HMR_4107"
"MAR04282"	"R00705"	"MMSAD3m"	"R00705M"	"r0174"	""	"MMSAD3m"	"MNXR101665"	"HMR_4282"	"RCR10462"	""	0	"RHEA:22993"	"RHEA:22992"	"HMR_4282"
"MAR04331"	"R00926"	""	"R00926C"	"r0220"	""	"r0220"	"MNXR105315;MNXR106754"	"HMR_4331"	"RCR11090"	""	0	""	""	"HMR_4331"
"MAR04459"	"R01354"	""	"R01354C"	"r0318"	""	"r0318"	"MNXR105322;MNXR106947"	"HMR_4459"	"RCR11091"	""	0	""	""	"HMR_4459"
"MAR04460"	"R01354"	""	"R01354C"	"r0319"	""	"r0319"	"MNXR105322;MNXR106947"	"HMR_4460"	"RCR14213"	""	0	""	""	"HMR_4460"
"MAR04464"	"R01366"	"ADCim"	""	"r0325"	""	"ADCim"	"MNXR95442"	"HMR_4464"	"RCR11092"	""	0	"RHEA:19730"	"RHEA:19729"	"HMR_4464"
"MAR04497"	"R01608"	""	""	"r0365"	""	"r0365"	"MNXR94902"	"HMR_4497"	"RCR10463"	""	0	""	""	"HMR_4497"
"MAR04741"	"R03158"	""	"R03158M"	"r0596"	""	"r0596"	"MNXR94900"	"HMR_4741"	"RCR10464"	""	0	""	""	"HMR_4741"
"MAR08078"	"R00931"	"MCITS"	""	""	""	"MCITS"	"MNXR101417"	"HMR_8078"	"RCR11093"	""	0	"RHEA:57493"	"RHEA:57492"	"HMR_8078"
"MAR09803"	"R00744"	""	""	""	""	"HMR_9803"	"MNXR102146"	"HMR_9803"	"RCR11094"	""	0	""	""	"HMR_9803"
"MAR09804"	"R04919"	""	""	""	""	"HMR_9804"	"MNXR100685"	"HMR_9804"	"RCR11095"	""	0	""	""	"HMR_9804"
"MAR00718"	"R03534"	""	""	""	""	"HMR_0718"	"MNXR100626"	"HMR_0718"	"RCR11096"	""	0	""	""	"HMR_0718"
"MAR00719"	"R08198"	""	""	""	""	"HMR_0719"	"MNXR111769"	"HMR_0719"	"RCR11097"	""	0	""	""	"HMR_0719"
"MAR01434"	"R00238"	"ACACT1r"	"R00238M"	"r0069"	""	"ACACT1r"	"MNXR95194"	"HMR_1434"	"RCR10465"	""	0	"RHEA:21039"	"RHEA:21036"	"HMR_1434"
"MAR01436"	"R01357"	"AACOAT"	"R01357M"	"r0320"	""	"AACOAT"	"MNXR95136"	"HMR_1436"	"RCR10466"	""	0	"RHEA:16118"	"RHEA:16117"	"HMR_1436"
"MAR03163"	"R01175"	"ACOAD1fm"	""	""	"R-HSA-77319"	"ACOAD1fm"	"MNXR95302"	"HMR_3163"	"RCR11098"	""	0	""	""	"HMR_3163"
"MAR04461"	"R01361"	"BDHm"	"R01361C"	"r0323"	""	"BDHm"	"MNXR96232"	"HMR_4461"	"RCR10467"	""	0	"RHEA:20524"	"RHEA:20521"	"HMR_4461"
"MAR04604"	"R01978"	""	"R01978C"	"r0463"	""	"r0463"	"MNXR100660;MNXR107257"	"HMR_4604"	"RCR11099"	""	0	""	""	"HMR_4604"
"MAR05351"	"R01000"	""	""	""	""	"2HBO"	"MNXR94796"	"HMR_5351"	"RCR10152"	""	0	""	""	"HMR_5351"
"MAR07709"	"R03027"	"3HBCDm"	""	""	""	"3HBCDm"	"MNXR107898;MNXR94890"	"HMR_7709"	"RCR14214"	""	0	""	""	"HMR_7709"
"MAR04052"	"R01049"	"PRPPS"	"R01049C"	"r0247"	""	"PRPPS"	"MNXR103215;MNXR106802"	"HMR_4052"	"RCR14215"	""	0	""	""	"HMR_4052"
"MAR04304"	"R00835"	"G6PDH2er"	""	"r0198"	""	"G6PDH2rer"	"MNXR99907"	"HMR_4304"	"RCR11100"	""	0	""	""	"HMR_4304"
"MAR04306"	"R00835"	"G6PDH2r"	""	"r0199"	""	"G6PDH2r"	"MNXR99907"	"HMR_4306"	"RCR11101"	""	0	""	""	"HMR_4306"
"MAR04350"	"R01051"	"RBK"	"R01051C"	"r0248"	""	"RBK"	"MNXR103431;MNXR106804"	"HMR_4350"	"RCR11102"	""	0	""	""	"HMR_4350"
"MAR04351"	"R01056"	""	"R01056C"	"r0249"	""	"r0249"	"MNXR104084;MNXR106809"	"HMR_4351"	"RCR10286"	""	0	""	""	"HMR_4351"
"MAR04352"	"R01056"	"RPI"	"R01056C"	"r0250"	""	"RPI"	"MNXR104084;MNXR106809"	"HMR_4352"	"RCR11103"	""	0	""	""	"HMR_4352"
"MAR04354"	"R01057"	"PPM"	"R01057C"	"r0251"	""	"PPM"	"MNXR103115;MNXR106810"	"HMR_4354"	"RCR11104"	""	0	""	""	"HMR_4354"
"MAR04398"	"R01066"	"DRPA"	"R01066C"	"r0254"	""	"DRPA"	"MNXR97787"	"HMR_4398"	"RCR11105"	""	0	""	""	"HMR_4398"
"MAR04404"	"R01067"	"TKT2"	""	"r0255"	""	"TKT2"	"MNXR104869;MNXR106812"	"HMR_4404"	"RCR14216"	""	0	""	""	"HMR_4404"
"MAR04473"	"R01528"	"GNDer"	"R01528C"	"r0342"	""	"GNDer"	"MNXR100389"	"HMR_4473"	"RCR11106"	""	0	"RHEA:10117"	"RHEA:10116"	"HMR_4473"
"MAR04474"	"R01528"	"GND"	"R01528C"	"r0343"	""	"GND"	"MNXR100389"	"HMR_4474"	"RCR11107"	""	0	"RHEA:10117"	"RHEA:10116"	"HMR_4474"
"MAR04476"	"R01737"	""	"RE0124C"	""	""	"RE0124C"	"MNXR100390"	"HMR_4476"	"RCR11108"	""	0	""	""	"HMR_4476"
"MAR04477"	"R01529"	"RPE"	"R01529C"	"r0344"	""	"RPE"	"MNXR104083"	"HMR_4477"	"RCR14217"	""	0	""	""	"HMR_4477"
"MAR04501"	"R01641"	"TKT1"	"R01641C"	"r0370"	""	"TKT1"	"MNXR104868;MNXR107105"	"HMR_4501"	"RCR14218"	""	0	""	""	"HMR_4501"
"MAR04565"	"R08575"	"TALA"	"R01827C"	"r0406"	""	"TALA"	"MNXR104715"	"HMR_4565"	"RCR14219"	""	0	""	""	"HMR_4565"
"MAR04567"	"R01843"	""	""	"r0408"	""	"r0408"	"MNXR102510;MNXR105338"	"HMR_4567"	"RCR10468"	""	0	""	""	"HMR_4567"
"MAR04568"	""	""	""	"r0409"	""	"r0409"	"MNXR105339"	"HMR_4568"	"RCR11109"	""	0	""	""	"HMR_4568"
"MAR09799"	"R01844"	""	""	""	""	"HMR_9799"	"MNXR107202"	"HMR_9799"	"RCR14220"	""	0	""	""	"HMR_9799"
"MAR09800"	"R03819"	""	""	""	""	"HMR_9800"	"MNXR108451"	"HMR_9800"	"RCR14221"	""	0	""	""	"HMR_9800"
"MAR04623"	"R02035"	"PGLer"	"R02035C"	"r0478"	""	"PGLer"	"MNXR102539"	"HMR_4623"	"RCR10469"	""	0	""	""	"HMR_4623"
"MAR04625"	"R02035"	"PGL"	"R02035C"	"r0479"	""	"PGL"	"MNXR102539"	"HMR_4625"	"RCR10470"	""	0	""	""	"HMR_4625"
"MAR04710"	"R02749"	""	""	"r0570"	""	"r0570"	"MNXR103116"	"HMR_4710"	"RCR10471"	""	0	""	""	"HMR_4710"
"MAR04841"	""	""	""	"r0796"	""	"r0796"	"MNXR105388"	"HMR_4841"	"RCR11110"	""	0	""	""	"HMR_4841"
"MAR08074"	"R02750"	"DRPA"	""	""	""	"DRBK"	"MNXR97787"	"HMR_8074"	"RCR11111"	""	0	""	""	"HMR_8074"
"MAR08653"	"R10520"	"G6PDH2r"	""	""	""	"G6PDH1rer"	"MNXR99907"	"HMR_8653"	"RCR14222"	""	0	""	""	"HMR_8653"
"MAR03998"	"R00122"	""	"R00122C"	"r0028"	""	"r0028"	"MNXR96129"	"HMR_3998"	"RCR10472"	""	0	"RHEA:61437"	"RHEA:61436"	"HMR_3998"
"MAR04000"	"R00089"	"ADNCYC"	"R00089C"	"r0020"	""	"ADNCYC"	"MNXR95444"	"HMR_4000"	"RCR10287"	""	0	""	""	"HMR_4000"
"MAR04002"	"R00127"	"ADK1"	"R00127C"	"r0030"	""	"ADK1"	"MNXR95450"	"HMR_4002"	"RCR10001"	""	0	"RHEA:12976"	"RHEA:12973"	"HMR_4002"
"MAR04004"	"R00127"	"ADK1m"	"R00127C"	"r0031"	""	"ADK1m"	"MNXR95450"	"HMR_4004"	"RCR10004"	""	0	"RHEA:12976"	"RHEA:12973"	"HMR_4004"
"MAR04010"	"R00183"	"NTD7"	"R00183C"	"r0045"	""	"NTD7"	"MNXR102037"	"HMR_4010"	"RCR10473"	""	0	"RHEA:29376"	"RHEA:29375"	"HMR_4010"
"MAR04081"	"R00183"	"NTD7e"	"R00183C"	"r0046"	""	"NTD7e"	"MNXR102037"	"HMR_4081"	"RCR30500"	""	0	"RHEA:29376"	"RHEA:29375"	"HMR_4081"
"MAR04082"	"R00183"	""	"R00183C"	"r0047"	""	"r0047"	"MNXR102037"	"HMR_4082"	"RCR10474"	""	0	"RHEA:29376"	"RHEA:29375"	"HMR_4082"
"MAR04012"	"R00185"	"ADNK1"	"R00185C"	"r0048"	""	"ADNK1"	"MNXR95456"	"HMR_4012"	"RCR10084"	""	0	"RHEA:20825"	"RHEA:20824"	"HMR_4012"
"MAR04014"	"R00191"	"PDE1"	"R00191C"	"r0052"	""	"PDE1"	"MNXR95886"	"HMR_4014"	"RCR10288"	""	0	""	""	"HMR_4014"
"MAR04020"	"R00332"	"GK1"	"R00332M"	"r0101"	""	"GK1"	"MNXR100144"	"HMR_4020"	"RCR10475"	""	0	"RHEA:20783"	"RHEA:20780"	"HMR_4020"
"MAR04022"	"R00434"	"GUACYC"	"R00434C"	"r0126"	""	"GUACYC"	"MNXR100463"	"HMR_4022"	"RCR10233"	""	0	""	""	"HMR_4022"
"MAR04038"	"R01127"	"IMPC"	"R01127C"	"r0273"	""	"IMPC"	"MNXR100783"	"HMR_4038"	"RCR14223"	""	0	""	""	"HMR_4038"
"MAR04040"	"R01130"	"IMPD"	"R01130C"	"r0274"	""	"IMPD"	"MNXR100830"	"HMR_4040"	"RCR14224"	""	0	""	""	"HMR_4040"
"MAR04042"	"R01135"	"ADSS"	"R01135C"	"r0277"	""	"ADSS"	"MNXR95495"	"HMR_4042"	"RCR14225"	""	0	""	""	"HMR_4042"
"MAR04046"	"R01231"	"GMPS2"	"R01231C"	"r0302"	""	"GMPS2"	"MNXR100384"	"HMR_4046"	"RCR10476"	""	0	"RHEA:11681"	"RHEA:11680"	"HMR_4046"
"MAR04048"	"R01234"	"PDE4"	"R01234C"	"r0303"	""	"PDE4"	"MNXR100078"	"HMR_4048"	"RCR10477"	""	0	""	""	"HMR_4048"
"MAR04080"	"R00181"	"AMPDA"	"R00181C"	"r0044"	""	"AMPDA"	"MNXR95824"	"HMR_4080"	"RCR14226"	""	0	""	""	"HMR_4080"
"MAR04085"	"R00190"	"ADPT"	"R00190E"	"r0050"	""	"ADPT"	"MNXR95482"	"HMR_4085"	"RCR14227"	""	0	"RHEA:16612"	"RHEA:16609"	"HMR_4085"
"MAR04086"	"R00190"	""	"R00190E"	"r0051"	""	"r0051"	"MNXR95482"	"HMR_4086"	"RCR30501"	""	0	"RHEA:16612"	"RHEA:16609"	"HMR_4086"
"MAR04134"	"R00328"	"NDP3ex"	"R00328C"	"r0098"	""	"NDP3ex"	"MNXR101928"	"HMR_4134"	"RCR30502"	""	0	"RHEA:22157"	"RHEA:22156"	"HMR_4134"
"MAR04135"	"R00332"	"GK1m"	"R00332M"	"r0102"	""	"GK1m"	"MNXR100144"	"HMR_4135"	"RCR11112"	""	0	"RHEA:20783"	"RHEA:20780"	"HMR_4135"
"MAR04168"	"R00426"	""	"R00426M"	"r0119"	""	"r0119"	"MNXR102052"	"HMR_4168"	"RCR10478"	""	0	"RHEA:29392"	"RHEA:29391"	"HMR_4168"
"MAR04171"	"R00430"	""	"R00430C"	"r0122"	""	"r0122"	"MNXR100460"	"HMR_4171"	"RCR10289"	""	0	"RHEA:30297"	"RHEA:30295"	"HMR_4171"
"MAR04290"	"R00719"	""	"R00719C"	"r0181"	""	"r0181"	"MNXR100892"	"HMR_4290"	"RCR30503"	""	0	"RHEA:28331"	"RHEA:28330"	"HMR_4290"
"MAR04406"	"R01072"	"GLUPRT"	"R01072C"	"r0257"	""	"GLUPRT"	"MNXR100287"	"HMR_4406"	"RCR14228"	""	0	"RHEA:14907"	"RHEA:14905"	"HMR_4406"
"MAR04412"	"R01083"	"ADSL1r"	"R01083C"	"r0260"	""	"ADSL1"	"MNXR95493"	"HMR_4412"	"RCR11113"	""	0	""	""	"HMR_4412"
"MAR04417"	"R01126"	"NTD11"	"R01126C"	"r0272"	""	"NTD11"	"MNXR102030"	"HMR_4417"	"RCR14229"	""	0	"RHEA:27719"	"RHEA:27718"	"HMR_4417"
"MAR04418"	"R01132"	"HXPRT"	"R01132E"	"r0275"	""	"HXPRT"	"MNXR100752"	"HMR_4418"	"RCR14230"	""	0	""	""	"HMR_4418"
"MAR04419"	"R01134"	""	"R01134C"	"r0276"	""	"GMPR;r0276"	"MNXR100382"	"HMR_4419"	"RCR14231"	""	0	""	""	"HMR_4419"
"MAR04421"	"R01138"	""	"R01138C"	"r0280"	""	"r0280"	"MNXR97145"	"HMR_4421"	"RCR10290"	""	0	"RHEA:30729"	"RHEA:30727"	"HMR_4421"
"MAR04449"	"R01227"	"NTD9"	"R01227C"	"r0297"	""	"NTD9"	"MNXR100381"	"HMR_4449"	"RCR11114"	""	0	"RHEA:27715"	"RHEA:27714"	"HMR_4449"
"MAR04450"	"R01227"	"NTD9e"	"R01227C"	"r0298"	""	"NTD9e"	"MNXR100381"	"HMR_4450"	"RCR30504"	""	0	"RHEA:27715"	"RHEA:27714"	"HMR_4450"
"MAR04451"	"R01228"	"GSNKm"	""	"r0299"	""	"GSNKm"	"MNXR100432"	"HMR_4451"	"RCR11115"	""	0	"RHEA:27712"	"RHEA:27710"	"HMR_4451"
"MAR04452"	"R01229"	"GUAPRT"	"R01229E"	"r0300"	""	"GUAPRT"	"MNXR100409"	"HMR_4452"	"RCR14232"	""	0	""	""	"HMR_4452"
"MAR04453"	"R01230"	""	"R01230C"	"r0301"	""	"r0301"	"MNXR100383"	"HMR_4453"	"RCR10479"	""	0	""	""	"HMR_4453"
"MAR04480"	"R01547"	""	"R01547C"	"r0345"	""	"r0345"	"MNXR96117"	"HMR_4480"	"RCR11116"	""	0	"RHEA:23103"	"RHEA:23100"	"HMR_4480"
"MAR04481"	"R01560"	"ADA"	"R01560C"	"r0346"	""	"ADA"	"MNXR95432"	"HMR_4481"	"RCR11117"	""	0	""	""	"HMR_4481"
"MAR04482"	"R01560"	"ADAe"	"R01560C"	"r0347"	""	"ADAe"	"MNXR95432"	"HMR_4482"	"RCR30092"	""	0	""	""	"HMR_4482"
"MAR04486"	"R00725"	""	""	"r0354"	""	"r0354"	"MNXR105324"	"HMR_4486"	"RCR14233"	""	0	""	""	"HMR_4486"
"MAR04487"	"R01139"	""	""	"r0355"	""	"r0355"	"MNXR105325"	"HMR_4487"	"RCR10153"	""	0	""	""	"HMR_4487"
"MAR04488"	"R00876"	""	""	"r0357"	""	"r0357"	"MNXR105326"	"HMR_4488"	"RCR14234"	""	0	""	""	"HMR_4488"
"MAR04489"	"R01140"	""	""	"r0358"	""	"r0358"	"MNXR105327"	"HMR_4489"	"RCR14235"	""	0	""	""	"HMR_4489"
"MAR04492"	"R01327"	""	""	"r0360"	""	"r0360"	"MNXR105328"	"HMR_4492"	"RCR14236"	""	0	""	""	"HMR_4492"
"MAR04493"	"R01330"	""	""	"r0361"	""	"r0361"	"MNXR105329"	"HMR_4493"	"RCR10086"	""	0	""	""	"HMR_4493"
"MAR04495"	"R01964"	""	""	"r0363"	""	"r0363"	"MNXR105330"	"HMR_4495"	"RCR14237"	""	0	""	""	"HMR_4495"
"MAR04496"	"R01965"	""	""	"r0364"	""	"r0364"	"MNXR105331"	"HMR_4496"	"RCR11118"	""	0	""	""	"HMR_4496"
"MAR04518"	"R01676"	"GUAD"	"R01676C"	"r0379"	""	"GUAD"	"MNXR100464"	"HMR_4518"	"RCR11119"	""	0	""	""	"HMR_4518"
"MAR04519"	"R01768"	""	"R01768X"	"r0394"	""	"r0394"	"MNXR100747"	"HMR_4519"	"RCR11120"	""	0	"RHEA:24671"	"RHEA:24670"	"HMR_4519"
"MAR04520"	"R01769"	""	"R01769X"	"r0395"	""	"r0395"	"MNXR105229"	"HMR_4520"	"RCR11121"	""	0	""	""	"HMR_4520"
"MAR04573"	"R01858"	""	"R01858C"	"r0413"	""	"r0413"	"MNXR95613"	"HMR_4573"	"RCR10291"	""	0	"RHEA:30793"	"RHEA:30791"	"HMR_4573"
"MAR04574"	"R01863"	"PUNP5"	"R01863C"	"r0415"	""	"PUNP5"	"MNXR103347"	"HMR_4574"	"RCR11122"	""	0	""	""	"HMR_4574"
"MAR04600"	"R01967"	""	"R01967M"	"r0456"	""	"r0456"	"MNXR97323"	"HMR_4600"	"RCR14238"	""	0	""	""	"HMR_4600"
"MAR04602"	"R01968"	"NTD8"	"R01968C"	"r0458"	""	"NTD8"	"MNXR102038"	"HMR_4602"	"RCR14239"	""	0	""	""	"HMR_4602"
"MAR04603"	"R01969"	"PUNP4"	"R01969C"	"r0459"	""	"PUNP4"	"MNXR103346"	"HMR_4603"	"RCR14240"	""	0	""	""	"HMR_4603"
"MAR04611"	"R02014"	""	"R02017C"	"r0470"	""	"r0470"	"MNXR104060;MNXR104070"	"HMR_4611"	"RCR10480"	""	0	""	""	"HMR_4611"
"MAR04612"	"R02017"	"RNDR1"	"R02017C"	"r0471"	""	"RNDR1"	"MNXR104060"	"HMR_4612"	"RCR10481"	""	0	""	""	"HMR_4612"
"MAR04614"	"R02020"	""	"R02017C"	"r0472"	""	"r0472"	"MNXR104060;MNXR104073"	"HMR_4614"	"RCR10482"	""	0	""	""	"HMR_4614"
"MAR04615"	"R02019"	"RNDR2"	"R02017C"	"r0473"	""	"RNDR2"	"MNXR104060;MNXR104062"	"HMR_4615"	"RCR10483"	""	0	""	""	"HMR_4615"
"MAR04617"	"R02022"	""	"R02017C"	"r0474"	""	"r0474"	"MNXR104060;MNXR104076"	"HMR_4617"	"RCR11123"	""	0	""	""	"HMR_4617"
"MAR04618"	"R02023"	""	"R02017C"	"r0475"	""	"r0475"	"MNXR104060;MNXR104079"	"HMR_4618"	"RCR11124"	""	0	""	""	"HMR_4618"
"MAR04619"	"R02024"	"RNDR3"	"R02017C"	"r0476"	""	"RNDR3"	"MNXR104060;MNXR104064"	"HMR_4619"	"RCR10484"	""	0	""	""	"HMR_4619"
"MAR04621"	"R02018"	"RNDR4"	"R02017C"	"r0477"	""	"RNDR4"	"MNXR104060;MNXR104066"	"HMR_4621"	"RCR10485"	""	0	""	""	"HMR_4621"
"MAR04632"	"R02088"	"NTD6"	"R02088C"	"r0492"	""	"NTD6"	"MNXR102036"	"HMR_4632"	"RCR14241"	""	0	""	""	"HMR_4632"
"MAR04646"	"R02103"	""	"R02103X"	"r0502"	""	"r0502"	"MNXR105225"	"HMR_4646"	"RCR10486"	""	0	"RHEA:16670"	"RHEA:16669"	"HMR_4646"
"MAR04648"	"R02103"	"XANDp"	"R02103X"	"r0503"	""	"XANDp"	"MNXR105225"	"HMR_4648"	"RCR11125"	""	0	"RHEA:16670"	"RHEA:16669"	"HMR_4648"
"MAR04649"	"R02107"	""	"R02107X"	"r0504"	""	"r0504"	"MNXR105228"	"HMR_4649"	"RCR10487"	""	0	"RHEA:21133"	"RHEA:21132"	"HMR_4649"
"MAR04650"	"R02107"	"XAOx"	"R02107X"	"r0505"	""	"XAOx"	"MNXR105228"	"HMR_4650"	"RCR11126"	""	0	"RHEA:21133"	"RHEA:21132"	"HMR_4650"
"MAR04651"	"R02147"	"PUNP3"	"R02147C"	"r0506"	""	"PUNP3"	"MNXR103345"	"HMR_4651"	"RCR11127"	""	0	""	""	"HMR_4651"
"MAR04663"	"R02297"	"PUNP7"	"R02297C"	"r0521"	""	"PUNP7"	"MNXR103349"	"HMR_4663"	"RCR14242"	""	0	""	""	"HMR_4663"
"MAR04664"	"R02142"	""	""	""	""	"HMR_4664"	""	"HMR_4664"	"RCR14243"	""	0	""	""	"HMR_4664"
"MAR04694"	"R02556"	"DADA"	"R02556E"	"r0550"	""	"DADA"	"MNXR97076"	"HMR_4694"	"RCR14244"	""	0	""	""	"HMR_4694"
"MAR04695"	"R02557"	"PUNP2"	"R02557C"	"r0551"	""	"PUNP2"	"MNXR103344"	"HMR_4695"	"RCR14245"	""	0	""	""	"HMR_4695"
"MAR04705"	"R02719"	"NTD10"	"R02719C"	"r0566"	""	"NTD10"	"MNXR102029"	"HMR_4705"	"RCR14246"	""	0	""	""	"HMR_4705"
"MAR04709"	"R02748"	"PUNP6"	"R02748C"	"r0569"	""	"PUNP6"	"MNXR103348"	"HMR_4709"	"RCR11128"	""	0	""	""	"HMR_4709"
"MAR04799"	"R04144"	"PRAGSr"	"R04144C"	"r0659"	""	"PRAGSr"	"MNXR103139"	"HMR_4799"	"RCR11129"	""	0	""	""	"HMR_4799"
"MAR04802"	"R04208"	"PRAIS"	"R04208C"	"r0666"	""	"r0666"	"MNXR103157;MNXR108734"	"HMR_4802"	"RCR11130"	""	0	""	""	"HMR_4802"
"MAR04804"	"R04209"	"AIRCr"	"R04209C"	"r0667"	""	"AIRCr"	"MNXR108735;MNXR95646"	"HMR_4804"	"RCR11131"	""	0	""	""	"HMR_4804"
"MAR04808"	"R04463"	"PRFGS"	"R04463C"	"r0687"	""	"PRFGS"	"MNXR103165;MNXR108904"	"HMR_4808"	"RCR14247"	""	0	""	""	"HMR_4808"
"MAR04810"	"R04591"	"PRASCSi"	"R04591C"	"r0705"	""	"PRASCS"	"MNXR103158;MNXR108987"	"HMR_4810"	"RCR14248"	""	0	""	""	"HMR_4810"
"MAR04812"	"R04559"	"ADSL2r"	"R04559C"	"r0699"	""	"ADSL2"	"MNXR108966;MNXR95494"	"HMR_4812"	"RCR14249"	""	0	""	""	"HMR_4812"
"MAR04814"	"R04560"	"AICART"	"R04560C"	"r0700"	""	"AICART"	"MNXR95639"	"HMR_4814"	"RCR11132"	""	0	""	""	"HMR_4814"
"MAR05301"	"R00968"	"URIK2"	""	""	""	"HMR_5301"	"MNXR105163"	"HMR_5301"	"RCR11133"	""	0	"RHEA:27651"	"RHEA:27650"	"HMR_5301"
"MAR05353"	"R02090"	"DGK1"	"R02090C"	"r1157"	""	"DGK1"	"MNXR97320"	"HMR_5353"	"RCR11134"	""	0	"RHEA:12700"	"RHEA:12697"	"HMR_5353"
"MAR06601"	"R02422"	""	"R02422C"	""	""	"HMR_6601"	"MNXR95767"	"HMR_6601"	"RCR11135"	""	0	"RHEA:11017"	"RHEA:11016"	"HMR_6601"
"MAR06602"	""	""	"RE2888C"	""	""	"RE2888C"	"MNXR103755"	"HMR_6602"	"RCR11136"	""	0	""	""	"HMR_6602"
"MAR06603"	""	""	"RE2888E"	""	""	"RE2888E"	"MNXR103755"	"HMR_6603"	"RCR30258"	""	0	""	""	"HMR_6603"
"MAR06605"	""	""	"RE2591C"	""	""	""	""	"HMR_6605"	"RCR11137"	""	0	""	""	"HMR_6605"
"MAR06606"	""	""	"RE2605C"	""	""	"RE2605C"	""	"HMR_6606"	"RCR11138"	""	0	""	""	"HMR_6606"
"MAR06607"	""	""	"RE2591C"	""	""	"HMR_6607"	""	"HMR_6607"	"RCR11139"	""	0	""	""	"HMR_6607"
"MAR06609"	"R02425"	""	"RE2813C"	""	""	"RE2813C"	"MNXR95769"	"HMR_6609"	"RCR11140"	""	0	"RHEA:30822"	"RHEA:30819"	"HMR_6609"
"MAR06610"	""	""	"RE3352C"	""	""	"RE3352C"	""	"HMR_6610"	"RCR11141"	""	0	""	""	"HMR_6610"
"MAR06611"	"R02106"	""	"R02106C"	""	""	"HMR_6611"	"MNXR105144"	"HMR_6611"	""	""	0	"RHEA:21371"	"RHEA:21368"	"HMR_6611"
"MAR07144"	"R01054"	"ADPRDP"	""	""	""	"ADPRDP"	"MNXR106807;MNXR95480"	"HMR_7144"	"RCR11143"	""	0	""	""	"HMR_7144"
"MAR08755"	"R01769"	"XAO2x"	""	""	""	"XAO2x"	"MNXR105229"	"HMR_8755"	"RCR11144"	""	0	""	""	"HMR_8755"
"MAR09797"	"R01244"	""	""	""	""	"HMR_9797"	""	"HMR_9797"	"RCR11145"	""	0	""	""	"HMR_9797"
"MAR04016"	"R00330"	"NDPK1"	"R00330C"	"r0099"	""	"NDPK1"	"MNXR96119"	"HMR_4016"	"RCR10126"	""	0	"RHEA:27689"	"RHEA:27686"	"HMR_4016"
"MAR04018"	"R00330"	"NDPK1m"	"R00330C"	"r0100"	""	"NDPK1m"	"MNXR96119"	"HMR_4018"	"RCR10292"	""	0	"RHEA:27689"	"RHEA:27686"	"HMR_4018"
"MAR04044"	"R01137"	"NDPK8"	"R01137C"	"r0278"	""	"NDPK8"	"MNXR101940"	"HMR_4044"	"RCR10087"	""	0	"RHEA:27677"	"RHEA:27674"	"HMR_4044"
"MAR04291"	"R00722"	"NDPK9"	"R00722C"	"r0182"	""	"NDPK9"	"MNXR101941"	"HMR_4291"	"RCR14250"	""	0	"RHEA:30350"	"RHEA:30347"	"HMR_4291"
"MAR04420"	"R01137"	"NDPK8m"	"R01137C"	"r0279"	""	"NDPK8m"	"MNXR101940"	"HMR_4420"	"RCR10154"	""	0	"RHEA:27676"	"RHEA:27674"	"HMR_4420"
"MAR04570"	"R01857"	"NDPK5"	"R01857C"	"r0411"	""	"NDPK5"	"MNXR96118"	"HMR_4570"	"RCR10099"	""	0	"RHEA:27693"	"RHEA:27690"	"HMR_4570"
"MAR04572"	"R01857"	"NDPK5m"	"R01857C"	"r0412"	""	"NDPK5m"	"MNXR96118"	"HMR_4572"	"RCR10293"	""	0	"RHEA:27692"	"RHEA:27690"	"HMR_4572"
"MAR04006"	"R00156"	"NDPK2"	"R00156C"	"r0037"	""	"NDPK2"	"MNXR101935"	"HMR_4006"	"RCR11146"	""	0	"RHEA:25101"	"RHEA:25098"	"HMR_4006"
"MAR04028"	"R00570"	"NDPK3"	"R00570C"	"r0150"	""	"NDPK3"	"MNXR101936"	"HMR_4028"	"RCR11147"	""	0	"RHEA:25240"	"RHEA:25237"	"HMR_4028"
"MAR04030"	"R00570"	"NDPK3m"	"R00570C"	"r0151"	""	"NDPK3m"	"MNXR101936"	"HMR_4030"	"RCR10488"	""	0	"RHEA:25240"	"RHEA:25237"	"HMR_4030"
"MAR04670"	"R02326"	"NDPK7"	"R02326C"	"r0528"	""	"NDPK7"	"MNXR101939"	"HMR_4670"	"RCR10127"	""	0	"RHEA:27681"	"RHEA:27678"	"HMR_4670"
"MAR04673"	"R02331"	"NDPK6"	"R02331C"	"r0529"	""	"NDPK6"	"MNXR101938"	"HMR_4673"	"RCR10096"	""	0	"RHEA:28585"	"RHEA:28582"	"HMR_4673"
"MAR04675"	"R02331"	"NDPK6m"	"R02331C"	"r0530"	""	"NDPK6m"	"MNXR101938"	"HMR_4675"	"RCR11148"	""	0	"RHEA:28583"	"RHEA:28582"	"HMR_4675"
